"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет HUAWEI MatePad 10.4 2021 Wi-Fi 4/64GB Grey (53011TNG)","eace5c4b84237b9d4ee97758c369935a","https://hotline.ua/ua/computer-planshety/huawei-matepad-104-2021-wi-fi-464gb-grey-53011tng/","рекомендує цей товар","Скорость работы.Производительность.Звук.Автономность","Материалы изготовления.Соотношение сторон экрана.Комплектация","кілька місяців","Планшет явно не для всех, со своими нюансами. В первую очередь важно отсутствие Google сервисов. За исключением Ютуба, установить что-либо еще от ""корпорации добра"" нереально, но если вы присматриваете этот планшет к покупке, то уверен, что Вы и так это знаете. Впрочем, не сильно то они и нужны, Ютуб есть, игры работают (с аккаунтами есть нюансы), фильмы и браузер естественно работают, производительность планшета позволяет играть и в тяжелые игры, а четыре динамика Harman этому поспособствуют. 

Не понравилось то, что задняя крышка изготовлена из пластика, хоть и качественного, но появляется вопрос о тепловыделении. Экран мог бы быть и поконстрастнее, но он все равно хорош. Категорически не понравилась комплектация: в 2021 класть адаптер с 2А на выходе для планшета - это кощунство. Еще и белого цвета при черном планшете, но это и так повсеместная практика. Соотношение сторон экрана не особо удобно для браузинга и игр, но отлично для видео и игр.

Данное устройство можно рекомендовать людям, которые знают о его нюансах и готовых с ними мириться, ведь за такую стоимость конкурентов особо нет"
"Планшет HUAWEI MediaPad M5 Lite 10 4/64GB Wi-Fi Space Grey (53010QDN, 53010NMW)","f555efe3991a8460ccecb907abe12d73","https://hotline.ua/ua/computer-planshety/huawei-mediapad-m5-lite-10-464gb-wi-fi-space-grey-53010qdn/","рекомендує цей товар","4 динамика (смотреть фильмы и слушать музыку одно удовольствие).отличная сборка и дизайн, яркий контрастный дисплей","ожидал немного большего от аккумулятора","рік і більше","в активном использовании 1,5 года, командировки с ним одно удовольствие"
"Планшет HUAWEI MediaPad T3 10 16GB LTE Grey (53010NSX, 53018522)","18a338fd6fa6bfedc829c36fc26aa61b","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-96-lte-16gb-grey/","рекомендує цей товар","дизайн, сборка","старая версия Андроид, мало встроенной памяти","кілька місяців","Достаточно качественно изготовленный планшет. Есть LTE модуль. Поддерживает звонки в сотовой сети. Нормальный IPS дисплей. Нормальный бюджетный планшет для серфинга в интернет.."
"Планшет HUAWEI MatePad T10s 3/64GB Wi-Fi Deepsea Blue (53011DTR)","d6651b77ef4624c719d286f62e32aa5f","https://hotline.ua/ua/computer-planshety/huawei-matepad-t10s-364gb-wi-fi-deepsea-blue-53011dtr/","рекомендує цей товар","Цена, экран, батарея","недостатков не обнаружил","кілька місяців","Хороший недорогой планшет. Читаю новости на нем и смотрю кино. Батарея держит нормально. Мне нравится. Рекомендую."
"Планшет HUAWEI MediaPad T3 10 16GB LTE Grey (53010NSX, 53018522)","18a338fd6fa6bfedc829c36fc26aa61b","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-96-lte-16gb-grey/","рекомендує цей товар","Дизайн, металевий корпус, можливість здійснювати дзвінки","Малий об'єм постійної пам'яті","рік і більше","Бюджетний 9,6 дюймовий планшет початкового рівня, розрахований на роботу в альбомній орієнтації екрана, на що вказують розміщення динаміка, фронтальної камери та кнопок управління. Всередині стоїть процесор Snapdragon 425. 2 ГБ оперативної пам'яті - це мінімальний об'єм для роботи стандартної версії Android. Вимнувши чи видаливши непотрібні вам додатки, можна якось більш-менш комфортно користуватися девайсом. 16 ГБ постійної пам'яті дуже мало для девайса на 7 версії Android, так як на додатки, які можна встановлювати лише у внутрішню пам'ять, залишаеться менше половини цього об'єму, а на карту пам'яті їх переносити не можна. Дисплей має IPS матрицю з достатніми кутами огляду, роздільна здатність: 1280 на 720 пікселів, що для планшета початкового рівня - достатньо. Підсвітка екрана нерівномірна, але краща ніж у 8 дюймовій моделі. Може здійснювати і приймати дзвінки, але лише в гучному режимі."
"Планшет HUAWEI MediaPad T3 8 2/16GB LTE Gray","e0d7cc630438c400c536330cbbc05f1d","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-8-lte-gray/","рекомендує цей товар","Металевий корпус, можливість здійснювати дзвінки","Нерівномірна підсвітка екрана, малий об'єм пам'яті","рік і більше","Бюджетний 8"" планшет початкового рівня на базі процесора Snapdragon 425. По замовчуванню розрахований на роботу в книжній орієнтації екрана на що вказують розміщення динаміка, фронтальної камери та кнопок управління. Має 2 ГБ оперативної пам'яті - це мінімальний об'єм з яким зараз випускають мобільні девайси, і ще можна якось оптимізувати швидкодію девайса до задовільної, вимнувши чи видаливши непотрібні вам додатки, то 16 ГБ постійної пам'яті це вже надто мало, так як додатки можна встановлювати лише на внутрішню пам'ять і на microSD їх переносити не можна. Дисплей має IPS матрицю з задовільними кутами огляду, роздільна здатність - HD, підсвітка екрана нерівномірна. Може здійснювати і приймати дзвінки, як в звичайному так і в гучному режимі. Динамік один, виконує функцію, як слухового, так і мультимедійного."
"Планшет HUAWEI MatePad 10.4 Wi-Fi 4/64GB Grey (53010YYN)","d29d85d2ae67e815338c33bddaaaf18d","https://hotline.ua/ua/computer-planshety/huawei-matepad-104-wi-fi-464gb-53010yyn/","рекомендує цей товар","Соотношение экрана к корпусу.Сборка.Вес.Производительность.Оболочка.Звук","Материалы корпуса.Комплектация.Отсутствие сканера отпечатка пальца","кілька днів","Положительный опыт использования гарантирован только в случае танцев с бубном для гугл сервисом. После этого ясно видно, что планшет очень удался. Яркий экран с максимально натуральным (как для IPS дисплея) чёрным цветом. Очень порадовали 4 динамика Harman Kardon, выдают очень качественный звук. Планшет работает быстро, глюков не наблюдается, оболочка ведёт себя стабильно. 

Не понравилась комплектация слабым 2А б/п без быстрой зарядки, хоть планшет её и поддерживает. Материалы задней крышки можно было сделать и поприятней, но вообще не критично. Отсутствие сканера отпечатков довольно сильно удручает. 

В итоге планшет можно смело рекомендовать к покупке, конкурентов за такую цену почти нет. Но только в случае танцев с бубном и с гугл сервисами"
"Планшет HUAWEI MatePad T10s 3/64GB Wi-Fi Deepsea Blue (53011DTR)","d6651b77ef4624c719d286f62e32aa5f","https://hotline.ua/ua/computer-planshety/huawei-matepad-t10s-364gb-wi-fi-deepsea-blue-53011dtr/","рекомендує цей товар","Доступная цена, размер для сёрфинга как раз. Батареи хватает пока что хорошо, пару фильмов посмотреть на макс яркости хватает. Звук приятный. ОЗУ хватает для такой работы, но вот памяти не для каждого, берите флешку еще","Минус это гуглс сервисы. Да, есть маркет другой это производителя. Но не привычно","кілька місяців","А так, хороший планшет для работы или отдыха, посмотреть ютуб или посмотреть кино не вставая с кровати. Или взять в дорогу, выручает от скуки. По этому можете покупать спокойно, модет когда-то сервисы заживут, будет вообще отлично"
"Планшет HUAWEI Matepad T8 Wi-Fi 2/16GB Deepsea Blue (53011AKT)","de4d06d3f20290e88927d96a6c5908cd","https://hotline.ua/ua/computer-planshety/huawei-matepad-t8-wi-fi-216gb-deepsea-blue-53011akt/","рекомендує цей товар","Автономность,производительность(учитывая цену),компактность,сборка,отсутствие гугл сервисов","Камера,нет пленки в комплекте,один динамик","кілька тижнів","Отличный планшет за не дорого.с великолепной сборкой (ничего не скрипит,не люфтит),все идеально подогнано..Не плохой (хотя и с не большим расширением) экран.Яркий и отзывчивый.Аппаратик очень компактный,по размерам сопоставим с 7 дюймовыми собратьями.На фото в чехле именно для планшетов с диагональю 7"".Нет гугл сервисов (из которых реально не хватает только ютуб),но благодаря этому Matepad T8 очень живуч,заряжаю раз в три четыре дня,в таком же режиме планшеты от Асус приходилось подключать к зарядки каждый день.Все необходимые приложения поставила без труда.Планшет брался для просмотра фильмов и сериалов и с этим справляется на ура.Минус один динамик ,но практически всегда используется с наушниками.Производительпоскупился приклеить на экран хотя бы транспортировочную пленку,так что придется прикупить ."
"Планшет HUAWEI Matepad T8 LTE 2/16GB Deepsea Blue (53010YAF)","d9248f86f284b3dfbcf7ffaa3a25ddd0","https://hotline.ua/ua/computer-planshety/huawei-matepad-t8-lte-216gb-deepsea-blue/","рекомендує цей товар","Энергоэффективный процессор.Экран отлично работает через стекло.Емкая батарея, в ждущем режиме неделю держит заряд.Работают все нужные функции","Полностью нет приложений Гугла, поставить можно отдельно но без синхронизации..Малое количество аксессуаров в частности чехлов","кілька місяців","Мощности процессора вполне хватает для интернета, музыки и видео. На одном заряде можно посмотреть более 5 часов видео. Игры не тянет почти никакие, разве что шарики не тормозят."
"Планшет HUAWEI Matepad T8 Wi-Fi 2/16GB Deepsea Blue (53011AKT)","de4d06d3f20290e88927d96a6c5908cd","https://hotline.ua/ua/computer-planshety/huawei-matepad-t8-wi-fi-216gb-deepsea-blue-53011akt/","не рекомендує цей товар","Скорость отличная","УЖАС памяти жутко мало даже на микро игры а скачивать их нужно только сторонние как apk и не все работают так как после установки не играют большинство ПИШЕТСЯ У ВАС НЕТ play marketa , так производитель  ещё и не даёт расширить память картой micro sd зачем они туда поставили слот под карту не понятно на неё невозможно ничего установить не как даже через кастыли ,одним словом карта тут только для фото и видео ВСЕ а своей с коробки 11гигов  мало","кілька днів","НЕ ПОНРАВИЛОСЬ ЧТО нет google сервисов и игры ребёнку большая часть не работают даже если скачивать apk , так производитель ещё micro sd сделал ограниченной на неё ничего нельза поставить."
"Планшет HUAWEI MatePad Pro 6/128GB LTE Midnight Grey (53010WLQ)","fceab28a1058f7ea1169fb9c5d7219ea","https://hotline.ua/ua/computer-planshety/huawei-matepad-pro-6128gb-lte-midnight-grey-53010wlq/","рекомендує цей товар","Планшет не греться, даже при зарядке. Великолепный экран. Отличные углы обзора и цветопередача, хорошее разрешение и автономность. Мощный процессор. Быстрая скорость реакции, замечательный звук. Возможность подключаться как через сим-карту, так и Wi-Fi. Возможность совершать звонки. Часть программ уже предустановленны. И это только основные достоинства","Задняя камера выступает на несколько миллиметров и рискует быть пошарпаной, а по этому без чехла не обойтись. Свой формат карт памяти. Отсутствие мини джека под проводные наушники, однако беспроводные прекрасно коммутируются. Высокая цена стилуса 1999 грн","кілька тижнів","Долго сомневался покупать его или нет. Останавливало отсутствие сервисов Google ну и комментарии по этому поводу. Купил и не пожалел. Планшет превзошел мои ожидания. И без сервисов Google планшетом можно успешно пользоваться. Помимо Google Play есть достаточно и других магазинов софта и бесплатных программок. YouTube предустановлен в браузере."
"Планшет HUAWEI MediaPad M5 10 4/64GB Wi-Fi Space Grey","1a39de8d5a1d23d401004d039d8f30a6","https://hotline.ua/ua/computer-planshety/huawei-mediapad-m5-10-464gb-wi-fi-space-grey/","не рекомендує цей товар","Производительный, хороший экран и звук..Качественная сборка","Обновление Андроида - планшет обновился до 9-го Андроида и всё..При этом Huawei выпустила ещё пару планшетов с примерно такими-же характеристиками и более свежей ОС (MediaPad M6 10 и MatePad 10)...Батарея через год стала держать очень не очень. Возможно проблема с софтом/ОС, но, опять-же, не похоже, что это будут исправлять","рік і більше","Если не важны обновления ОС/безопасности, то планшет хороший."
"Планшет HUAWEI MediaPad T5 10 3/32GB Wi-Fi Black","8c5f3953b29256f7ecedf92d3b72e4bf","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t5-10-332gb-wi-fi-black/","рекомендує цей товар","Неплохое качество изображения. Нормально держит батарея","Для игрушек из категории тяжелых уже не подходит. Нет авто яркости","рік і більше","Планшет для мультимедиа. Для просмотра видио. Поиграться в средние и легкие игрушки. По своей цене планшет не плох. Немного яркости иногда не хватает."
"Планшет HUAWEI MediaPad T3 10 16GB LTE Grey (53010NSX, 53018522)","18a338fd6fa6bfedc829c36fc26aa61b","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-96-lte-16gb-grey/","рекомендує цей товар","качество сборки.достаточно шустрый.хорошо держит заряд.приятная цена.не плохой дисплей","нет","кілька місяців","для серфинга интернетом вполне, шустрый на свои деньги, оболочка нормальная, батарейку держит хорошо, внешне дизайн приятный, для нетребовательного пользователя более чем, своих денег стоит. Сборка отличная, материалы качественные"
"Планшет HUAWEI MediaPad M5 Lite 10 4/64GB Wi-Fi Space Grey (53010QDN, 53010NMW)","f555efe3991a8460ccecb907abe12d73","https://hotline.ua/ua/computer-planshety/huawei-mediapad-m5-lite-10-464gb-wi-fi-space-grey-53010qdn/","рекомендує цей товар","1. 4К-кино от экшн-камеры ГоуПро 7 черная (25 кадров/секунду) крутит уверенно, никаких лагов! .2. Т.к. имеет 4 динамика, то при просмотре такого 4К-видео становится заметным, что ГоуПро записывает СТЕРЕО звук. В общем, звук воспроизводит лучше, чем большинство динамиков от деск-топов!.3. Заряд держит хорошо, при просмотре 4К не греется","4. Никто об этом преимуществе (""4К - КАК ИЗ ПУШКИ!!!"") в обзорах не сообщает - самому пришлось доходить..5. Стилуса в украинском комплекте нет, старшего брата (без Лайт, с 4К дисплеем) в Украину не поставляют - бедно живем, нас за Буратинов уже и не считают","кілька днів","4К, 50 кадров/с не пробовал - ГоуПро7 такое кино гонит без стабилизации, т.е. уже на пределе - очень может быть, что планшет и с таким кино справится."
"Планшет HUAWEI MediaPad T3 10 32GB LTE Grey (53010NXY)","79d712ce5c72da0f976346fe2f509ab8","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-10-32gb-lte-grey/","рекомендує цей товар","Батарею режит хорошо, с производительностью все хорошо. Не хлипкий","Зарядное на 1 апмер- слабовато, устаревшей тип разъема","кілька тижнів","Хорошее устройство! Рекомендую"
"Планшет HUAWEI MediaPad T3 7 3G 8GB Grey (53019926)","e98386808092bdaf92d13cef437f8edc","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-7-3g-8gb-grey-53019926/","рекомендує цей товар","Время работы Экран","Дизайн","кілька годин","Купил маме на подарок. Первое впечатление, легкий и удобный, понравился, мне и маме, для пожилой женщине очень подходит, целый день сидела с планшетом довольная. Приложений установил, youtube, facebook, все летает, но это я думаю пока, планшет конечно не для игр. Можно читать книги. Мало внутренней памяти, нужно докупить карточку."
"Планшет HUAWEI MediaPad M5 Lite 10 4/64GB Wi-Fi Space Grey (53010QDN, 53010NMW)","f555efe3991a8460ccecb907abe12d73","https://hotline.ua/ua/computer-planshety/huawei-mediapad-m5-lite-10-464gb-wi-fi-space-grey-53010qdn/","рекомендує цей товар","Сподрбався тим що дуже зручний,комфортний і легкий в користуванні","За час роботи невиявила недостатків","кілька місяців","Планшет придбали для малишки і дуже задоволені вибором. Планшет дуже стійкий до падіння швидко заряжається легкий в користувпнні ."
"Планшет HUAWEI MediaPad T3 7 3G 16GB Grey (53010ACN)","fdf7144911c991698d969b61e98c3b00","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-7-3g-16gb-grey/","не рекомендує цей товар","Дизайн, 2 sim","Сильно тормозит","кілька місяців","Купили для ребенка на новый год. Игры после скачки не запускаются, надо перезагружать сам планшет. В играх дергает. Качество не соответствует цене. За эти деньги можно взять по лучше."
"Планшет HUAWEI MediaPad T3 7 3G 8GB Grey (53019926)","e98386808092bdaf92d13cef437f8edc","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-7-3g-8gb-grey-53019926/","рекомендує цей товар","Хороший недорогой планшет для ребенка. Для игр, мультиков подходит. Заряда хватает на день","Слабая камера. Пользовалась с него Zoom - картинка слабая, мягко сказано","кілька тижнів","Планшетом пользуемся две недели, все устраивает. Удобно, что можно пользоваться Wi-Fi или 3G"
"Планшет HUAWEI MediaPad M5 Lite 10 3/32GB LTE Space Grey (53010DHG, 53010NMY)","538ba0b038c6be65a6b2135d6ce618be","https://hotline.ua/ua/computer-planshety/huawei-mediapad-m5-lite-10-32gb-lte-space-grey/","рекомендує цей товар","Всёт круто, а музыка как живая","То что стилус HUAWEI M-Pen теперь продаётся отдельно в новых моделях","рік і більше","Работает на ура, успел купить ещё со стилусом, сейчас без стилуса уже продаются"
"Планшет HUAWEI MediaPad T3 10 16GB LTE Grey (53010NSX, 53018522)","18a338fd6fa6bfedc829c36fc26aa61b","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-96-lte-16gb-grey/","рекомендує цей товар","Хороший экран, быстро соображает, долго держит батарею","Слабенькая камера","рік і більше","Планшет покупал в подарок тестю. Из личного опыта тестовой работы и дальнейшего отзыва от владельца могу сказать, что в целом планшет отличный для вечернего серфинга по сети. Благодаря большому и качественному экрану не стыдно показать фотки с карты памяти, посмотреть видео на ютубе и уснуть под сериал. Звук динамиков громкий, но не сочный. Батарейку держит нормально, пользование только дома им, поэтому розетка не проблема.
Единственный минус - камера. Но для фоток всегда удобнее использовать телефон, чем планшет.
Вердикт: хороший планшет для нетребовательного пользователя!"
"Планшет HUAWEI MediaPad T5 10 2/16GB LTE Black (53010DHL)","8f019271e288e076cde63678406a06f0","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t5-10-216gb-lte-black/","рекомендує цей товар","планшет супер! Конечно я использую его для електронных книжек в школу но главное что заряда хватает на долго (держит заряд около 5-7 часов и то не до нуля а примерно до 20% со 100","Камера но мало кто пользуеться ею на планшетах, такчто можно не считать ето за минус","рік і більше","рекомендую всем темболее школьникам - можно использовать в качестве електронной книжки, ведь весит как примерно 1 книжка а вмещает хоть 100. Екран большой (примерно как 1 страница в книге)"
"Планшет HUAWEI MediaPad T3 8 2/16GB LTE Gray","e0d7cc630438c400c536330cbbc05f1d","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t3-8-lte-gray/","рекомендує цей товар","Гарний дизайн приладу. Всі функції в цілому працюють пристойно","звук на мінімальних показниках великий, камера слабенька","кілька годин","Досить просто керувати цим приладом. Сам по собі легенький і гарно тримається на руці. Коли немає складних програм то пам'яті приладу досить, працює без перешкод."
"Планшет HUAWEI MediaPad T5 10 4/64GB LTE Black (53010LFH, 53010LFL, 53010NXL, 53010NXP)","db7b50df65a9fa4af92f670bb02241ff","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t5-10-464gb-lte-black/","рекомендує цей товар","Понравилось почти все, берите не пожалеете","Батарея на играх держит час-час двадцать времени, и 9 андроида не ждите не обновится прилетает что угодно только не андроид. Вот и все его минусы","кілька годин","Прошло 5 месяцев с момента покупки. За это время он ни разу не заглючил, тянет все что вобще есть в плей макете, звук от динамиков громкий на весь дом. Постоянно пользуюсь встроенным телефоном потому что он лучше принимает сигнал. Камера средняя, харашо видит дополнительную карту памяяти(128гиг). Знаете сначала планшет мне не понравился он немножко сложный в настройках для меня но вот когда мне его настроили то это сказка. И ещё я на нем смотрю телевизор заканчиваю пачками фильмы!!!"
"Планшет HUAWEI MediaPad T5 10 4/64GB LTE Black (53010LFH, 53010LFL, 53010NXL, 53010NXP)","db7b50df65a9fa4af92f670bb02241ff","https://hotline.ua/ua/computer-planshety/huawei-mediapad-t5-10-464gb-lte-black/","рекомендує цей товар","За свои деньги - вполне достойный планшет..Пока не заметил чтобы он тормозил..Со всеми задачами справляется","Всё ОК","кілька тижнів",""
"Планшет HUAWEI MediaPad T5 10 2/16GB LTE Space Gray","f90527ca7203157231a9be31bbcbc2fb","https://hotline.ua/ua/computer-planshety/hp-mediapad-t5-10-216gb-lte-space-gray/","рекомендує цей товар","Хороший дисплей full HD.Металевий корпус.LTE","16 gb мало, хоча є можливість установки microsd","кілька днів","Рекомендую, оптимальний варіант ціна/якість"
