"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон OPPO A15s 4/64GB Blue","1b7d7c45f1cf5c149b6f281cc2b0b649","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a15s-464gb-blue/","рекомендує цей товар","Камера, швидкість, екран, його яскравість, зовнішній вигляд, Micro-USB (для мене суттєво), вага, комфорт у використанні ColorOS","Система займає 18 (!) гб, акумулятора вистачає тільки на 1 день, у YouTube артефакти на 720p60!.Хтось також виділяє як недолік відсутність NFC, але на мою думку, це не суттєво","кілька місяців","Купили мені на Святого Миколая. Користуюсь ним як основним.
На телефоні не більше 20 мною встановлених програм, працюю спокійно й зручно. Нічого ніде не гальмує, відклик швидкий. Проводжу також на ньому монтаж відео, швидкість промальовки відео задовольняє. Інтерфейс прекрасний, кращого ще ніколи не бачив! На робочому столі ніяких зайвих кнопок, особливо тоді, коли ввімкнути жести. Оновлення прилітають досить рідко, тому часто не перезавантажується. Якщо що, вимикання зроблено не так як у інших - потрібно затиснути кнопку ""Вимкнути"" на ~10 секунд, а тільки потім з'явиться діалогове вікно з діями. Місця предостатньо, вільно в мене 38 гб.
Хто хоче собі сучасний телефон, тому рекомендую!"
"Смартфон OPPO A74 4/128GB Prism Black","b7150b034f768dd8cd7b8bb458d16ec5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a74-4128gb-prism-black/","рекомендує цей товар","Сподобалось","Поки немає негативних","кілька днів",""
"Смартфон OPPO A16 3/32GB Crystal Black","289d0eb200da972f7b8aa3316884ce99","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a16-332gb-crystal-black/","рекомендує цей товар","Батарея,экран","Отсутствие NFC","кілька днів","Купи пару дней назад,телефон нужен был для работы и интернета,чтоб хорошо держала батарея,выбрал эту модель и.к давно пользуюсь техникой Oppo.Классный дизайн выглядит дороже чем его стоимость .из минусов отсутствие NFC хотя в 2022 модуль необходим,хорошо держит батарею"
"Смартфон OPPO Reno5 Lite 8/128GB Fluid Black","5015a843df7030d96e2e444181441452","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-reno5-lite-8128gb-fluid-black/","рекомендує цей товар","Шумодав экрана, звук ок, качество связи, музыки. Автономность, и качество фото","Проц. Тип памяти вроде 2.1","кілька місяців","В общем телефон сойдёт кто не требовательный к процу и стандарту внутренней памяти. В остальное ок. Правда цена завышена."
"Смартфон OPPO A54 4/128GB Crystal Blue","683a045372c88c95a3fd162dc36ba986","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-4128gb-crystal-blue/","рекомендує цей товар","Аккумулятор, экран, стабильность работы","Хотелось бы отпечаток под экраном","кілька годин","Стоимость не высокая. Хорошо исполненный, эргономичный, тонкий, в руке лежит как родной.. ) С большим дисплеем, разрешение высокое. Есть NFC, ночной режим съёмки. Оболочка приятная, сама себе какая то, другая, но на андройде. По плавности отлично."
"Смартфон OPPO A53 4/64GB Black","e730464707bf8693e266f96789fa67d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-464gb-black/","рекомендує цей товар","Дизайн, камера","","кілька тижнів","Пользуюсь почти месяц, все супер, нравится как батарея держит, и как фоткает камера, по своей цене отлично все!"
"Смартфон OPPO Reno5 Lite 8/128GB Fantastic Purple","299bc4f1c29d6755458cee1fe37e933d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-reno5-lite-8128gb-fantastic-purple/","рекомендує цей товар","Добротный, легкий, качественный телефон, хорошая отзывчивость при взаимодействии с пользователем, достаточно оперативной памяти, для параллельно работающих программ. Не плохое качество видео съемки. По сравнению с другими телефонами, хорошо держит заряд аккумулятора, общая работа экрана 4-6 часов: от 100% до 25-30% заряда - в среднем 3,5 суток(). Не плохая ночная съемка, автомат лучше работает, чем мой старый цифровой фотоаппарат. В комплекте уже наклеенна пленка на экран и есть силиконовый чехол","Прошивка для Украины лишена возможности установить программу для записи разговоров с абонентом, так же почему-то программу для прослушивания эфирного радио, но аппаратно, вроде как, радио присутствует. Фото от штатной программы сильно шарпит(другую не пробовал), при 100% размере, на мониторе объекты сливаются в пятна, как при эффектах фотошопа, но на экране современного телевизора фото в целом выглядит вполне достойно. Подавляющее большинство гугловских программ не отключаются, кроме как сторонней программой по USB кабелю. Модель телефона пока-что лишена возможности установить рут права. Дешевый, жесткий штатный кабель для зарядки, но это уже придирка, ну и штатные наушники по звучанию вообще никакие","кілька місяців","Есть поддержка от производителя, сразу после покупки пришло обновление. Множество настроек одной тематики нелогично разбросанные в разных разделах меню настройки телефона. Экран не мерцает даже при низкой яркости, а у меня чувствительные глаза. Дополнительные 5 Гб сразу отключил за ненужностью, телефон и так быстро работает. При не мощном, по сегодняшним меркам процессоре, аппарат хорошо оптимизирован, торможений и задержек за время пользования не замечал, в играх телефон не проверял. Отсутствие 90 Герц - для меня, скорее плюс, так как экран меньше использует батарею."
"Смартфон OPPO Reno5 Lite 8/128GB Fantastic Purple","299bc4f1c29d6755458cee1fe37e933d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-reno5-lite-8128gb-fantastic-purple/","рекомендує цей товар","Цікавий дизайн, хороша камера, гарний вибір відносно ціни і якості","Телефоном користуюсь кілька днів, поки що все подобається","кілька днів",""
"Смартфон OPPO A74 4/128GB Midnight Blue","ba6b8fd55a36830c485e98e24d0a59a5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a74-4128gb-midnight-blue/","рекомендує цей товар","RAM+, камера, комплектация, цена","","кілька місяців","Вот добрался спустя пол года использования смартфона чтобы написать коментарий). Очень порадовала камера(в отпуске с женой сделали кучу отличных фотографий при этом качество как на зеркалке). Хоть и думал что процессор будет слабоват (Snapdragon 662), но у ребёнка работает всё стабильно. Играет в геншин. Есть одна класная фича RAM+ с 4гб оперативной памяти можно расширить до 7 гб. В целом мне для работы этого хватает. порадовала комплектация (Поклеена плёнка, чехол(спустя пол года как новый и не выцвел), кабель питания, блок питания и наушники(жаль только что проводные)). Яркий амолед дисплей не засвечивает на солнце."
"Смартфон OPPO A53 4/64GB Fancy Blue","5399863cd348d17eec6132f1c8a32bfd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-464gb-fancy-blue/","рекомендує цей товар","Акумулятор,ергономіка,стерео","Не знайшов мінусів","кілька тижнів","Купив по знижці,дякую продавцям,що порекомендували.Акумулятор тримає дійсно дві доби при середньому користуванні,стерео дуже круте,зручно що є все в комплекті.Ще з великих плюсів це його прошивка,головне стабільна.Рекомендую!"
"Смартфон OPPO A53 4/128GB Fancy Blue","33bec01db5c76048b5e1c31ea7af2b93","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-4128gb-fancy-blue/","рекомендує цей товар","Сподобалось","Нет","кілька місяців","Работает хорошо"
"Смартфон OPPO A53 4/64GB Black","e730464707bf8693e266f96789fa67d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-464gb-black/","рекомендує цей товар","Камера, звук, швидкість роботи, дизайн","Все супер","кілька місяців","Телефон просто супер, брав на подарок, але покористувавшись взяв собі тільки вже іншу модель. Звук якісний та голосний. За ті гроші кращого мабуть нема."
"Смартфон OPPO A53 4/64GB Black","e730464707bf8693e266f96789fa67d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-464gb-black/","рекомендує цей товар","Абсолютно усе","Все ідеально","кілька тижнів","Шикарний телефон із дуже крутим стерео звучанням.
Дисплей яскравий, тому дивитися відео - одне задоволення.
Взагалі усе сподобалося, я рекомендую!"
"Смартфон OPPO Reno5 Lite 8/128GB Fluid Black","5015a843df7030d96e2e444181441452","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-reno5-lite-8128gb-fluid-black/","рекомендує цей товар","Купил 2 месяца назад,не каких проблем нету,быстро работает,хорошая батарея,есть дополнительно 5 гигабайт оперативной памяти","Все понравилось","кілька місяців",""
"Смартфон OPPO A54 4/64GB Crystal Black","db5cbb3ee6dfe86ec493b3ae25c5ec74","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-464gb-crystal-black/","рекомендує цей товар","Автономність, фронтальна камера, дисплей","","кілька тижнів","Працює чудово. Заряд тримає в моєму режимі 2 дні. Чудово ловить зв'язок, інтернет швидко завантажується. Дисплей має хорошу яскравість. Рекомендую."
"Смартфон OPPO A54 4/64GB Starry Blue","e503a60d70c8fb57faf06a2c05ce83b0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-464gb-starry-blue/","рекомендує цей товар","Камера","Нет","кілька тижнів","Камера фоткает отлично. Фронталка вообще шик 16 мегапикселей чувствуется. На моем старом и то фронтальная камера была тусклее.Мощный аккумулятор. Яркий экран . Звук громкий. Нет назойливой рекламы."
"Смартфон OPPO A74 4/128GB Prism Black","b7150b034f768dd8cd7b8bb458d16ec5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a74-4128gb-prism-black/","рекомендує цей товар","Камера, скорость работы, время автономной работы","Все круто","кілька тижнів","Пользуюсь уже несколько недель, максимально доволен. Всегда хватает батареи при довольно активном пользовании(по работе). Крутой экран, яркий. Большим плюсом для меня была возможность добавить оперативной памяти в настройках, раньше вечно выгружало приложения. Для работы то что нужно"
"Смартфон OPPO A54 4/64GB Starry Blue","e503a60d70c8fb57faf06a2c05ce83b0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-464gb-starry-blue/","рекомендує цей товар","экран и батарея","маркий корпус","кілька місяців","Камера фоткает отлично. Фронталка вообще шик 16 мегапикселей чувствуется. На моем старом redmi и то фронтальная камера была тусклее.Мощный аккумулятор. Яркий экран . Звук громкий. Нет назойливой рекламы."
"Смартфон OPPO A74 4/128GB Midnight Blue","ba6b8fd55a36830c485e98e24d0a59a5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a74-4128gb-midnight-blue/","не рекомендує цей товар","камера ничего так, батарея и зарядка отличные","процессор допотопный 662 снапдрагон, который даже на слабых играх лагает, очень плохо работает датчик отпечатка пальцев, датчик приближения к уху никогда не работает нормально","кілька тижнів","Честно сказать разочарован смартом, цена завышена как для такой сборки железа. Короче есть куча вариантов что взять кроме него)) скажем так Xiomi редми 6 работает намного лучше, хотя этому телефону уже 4 года."
"Смартфон OPPO A91 8/128GB Black","8379b338eecf4e4090e3055f168a24c0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a91-8128gb-black/","рекомендує цей товар","Экран, эргономика телефона","Непонятные лаги на момент покупки","рік і більше","В общем тел норма. Камера средняя по качеству и по работе. По началу лаги были обновил систему всё ок стало. В общем идеальная сбалансированная рабочая лошадка. Экран норма глаза не устают. Заряд держит ок. Качество связи ок."
"Смартфон OPPO A54 4/64GB Starry Blue","e503a60d70c8fb57faf06a2c05ce83b0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-464gb-starry-blue/","рекомендує цей товар","Процесор, аккумулятор, звук, камера, дисплей, связь супер","не медиатек","кілька місяців","Прям влюбился в этот смартфон. Красивый и умный во всём. Грани приятно лежат в руке, яркий дисплей, и камера с хорошей цветопередачей. Технология добавления оперативки выручает."
"Смартфон OPPO A53 4/64GB Fancy Blue","5399863cd348d17eec6132f1c8a32bfd","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a53-464gb-fancy-blue/","рекомендує цей товар","Гарний смартфон. Надзвичайно швидко реагує. Батарея супер. Динаміки дуже голосні. Мені сподобався. Рекомендую","Поки нічого немає","кілька днів",""
"Смартфон OPPO A74 4/128GB Midnight Blue","ba6b8fd55a36830c485e98e24d0a59a5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a74-4128gb-midnight-blue/","рекомендує цей товар","батарея, экран, память","не хватает ширика","кілька місяців","Брал жене. Сам пользуюсь второй год reno 2. В целом жена довольна, экран яркий, долго держит батарею, много памяти, не виснет и порадовал не гибридный, а полноценнный лоток сим. Иногда не хватает широкоугольного модуля, но поскольку пользуемся им не часто, можно пережить его отсутствие. В общем рекомендую!"
"Смартфон OPPO A54 4/64GB Starry Blue","e503a60d70c8fb57faf06a2c05ce83b0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/oppo-a54-464gb-starry-blue/","рекомендує цей товар","Звук, Скорость работы, Хорошая связь","Камера выступает","кілька тижнів","Сразу ощущается добротным смартфоном, сборка порадовала ничего не скрипит, по первым дням пользования могу сказать что сделал правильный выбор! Камера и звук крутые, батарея держит долго. добавили быструю зарядку, в целом очень сбалансированный.
Самое важное в руке удобный сейчас это редкость!"
