"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Meizu M10 3/32GB Blue","1af2eb69614068eabe1d23089a9f4b2e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m10-332gb-blue/","рекомендує цей товар","Доволі не поганий телефон за свої гроші. Працює стабільно, аккумулятор тримає пристойно","Наявні незначні підвисання під час згортання додатків (рекомендую не допускати тримання у згорнутому виді 10+ додатків одночасно)..Відсутній NFC модуль","кілька місяців","Вище описані саме мої нарікання. Дружина, яка ним користується, зовсім не вбачає у моїх наріканнях проблеми)"
"Смартфон Meizu Note 9 4/64GB Black","9a5824269010dbe25c072efdb68321c2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-note-9-464gb-black/","рекомендує цей товар","Стабільний, швидкий, енергоємний","Відсутній NFC, що унеможливлює безконтактну оплату телефоном","рік і більше","За рік користування не виникало нарікань по роботі. Єдине, чого не вистачає - NFC модуля."
"Смартфон Meizu 16th 8/128GB Black","6ca7afbac772ca2afe07b5d1f7dc5bb7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16th-8128gb-black/","не рекомендує цей товар","Дизайн, безрамочный экран, много памяти","GPS, отсутствие ФМ, царапается экран","рік і більше","Пользуюсь больше года, перестал работать навигатор, что я только не делал, пока не выберешь маршрут навигация работает, как только выбрал, все, стоим на месте, при этом что гугл, что яндекс и куча других приложений, все бестолку. Через год начала быстро садится батарея, за ночь улетает более 10 процентов, при выключенном вайфае, раньше 3 -5 %, все остальное работает нормально, да радио только через и-нет, по этому если плохая связь то слушаешь музыку только ту что в телефоне"
"Смартфон Meizu 16 6/128GB Black","3c18c9fe326b853e823dca19efcbcfe4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16-6128gb-black/","рекомендує цей товар","За ці гроші супер товар","немає","кілька тижнів",""
"Смартфон Meizu 16 6/64GB Black","5de6169614ca132fef9bfe42db5d51f2","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-16-664gb-black/","рекомендує цей товар","Классная камера,крутая ергономика,натуре чётко","Не очень большая батарея","рік і більше","Операционная система на любителя"
"Смартфон Meizu M5c 16GB Red","bef234310868fd411b5a43ca18c68b9d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5c-16gb-red/","рекомендує цей товар","Якість фото, батарея","Із плином часу починає дуже сильно гальмувати, екран не завжди реагує з першого разу","рік і більше","Користувався телефоном 1.5 роки, є як гарні емоції, так і навпаки. Спочатку телефон чудовий: працює чудово, реагує одразу. Але із часом починає самостійно перезавантажуватися, на декілька хвилин завмерти. Але свою ціну виправдовує."
"Смартфон Meizu M6T 2/16GB Black","f4c6b70576ee68b7525071a030e7cf8a","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6t-216gb-black/","рекомендує цей товар","Ціна, дизайн","Заслабкі характеристики оперативної та вбудованої пам'яти","кілька місяців","Як на свій час, був досить непоганий телефон. Зараз технічно застарів, хіба про всяк випадок можна мати, якщо основний телефон зламається."
"Смартфон Meizu C9 Pro 3/32GB Black","24fd75d8cb1f8ceb83b370c5ad20019f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-c9-pro-332gb-black/","рекомендує цей товар","цена, чистый андроид, скорость работы, съемный аккумулятор, неплохой громкий звук, делает хорошие фото особенно в режиме HDR, а также должен отметить что фронтальная камера не уступает основной","отсутствие олеофобного покрытия на экране, плохое качество видеосъемки даже для такой стоимости, полностью пластиковый корпус, медленная зарядка более 3 часов, да и сама зарядка не выглядит надежной провод тонкий и хлипкий, вилка всего на 1 ампер","кілька днів","В целом отличный телефон за эти деньги, меня он устраивает. Главное то что в нем нет бесящих моментов, типо багов и глюков в прошивке или лагающего сенсора! Да и работает он очень быстро, особенно если на нем не более 5 приложений. Думаю это также связано с тем что у него 3 гигабайта ОЗУ, благодаря чему есть небольшой запас под многозадачность. Если же говорить про игры то танки на минималках идут нормально кадров 30-50 телефон в это время греется не сильно. Думаю это также связано с тем что он из пластика, изза которого наверное после падений будут оставаться царапины и сколы. Но если вы аккуратный пользователь то думаю его хватит на пару лет. Хотя за эти пару лет телефон уже успеет устареть. В итоге, я бы его советовал тем кто хочет взять не дорогой телефон, который будет адекватно работать и справляться со всеми ежедневными задачами смартфона(посидеть в интернете, чтото сфотографировать, поиграть, поговорить, воспользоватся картой, итд) Ну вроде все!"
"Смартфон Meizu MX6 3/32GB Gold","a7c57478d971e1fef5dee8f1c9593185","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-mx6-332gb-gold/","рекомендує цей товар","Экран, Камера,.Скорость","Заряд (спустя год очень часто на зарядке 2-3 раза в день, интенсивное пользование),.Плохой автофокус на камере","рік і більше","Крутой телефон, красивый дизайн, в золотом цвете выглядит великолепно, скорость на высоте, хорошая камера хоть и автофокус очень слабый, вблизи фотки размытые. Как оказалось противоударный, упал со стола и ничего с ним не случилось. В целом удобно смотреть видео, серфить в интернете. Можно недолго поиграть в игры, быстро нагревается. Так же довольно теплый при зарядке. Присутствует usb type-c, зарядка очень быстрая. Хорошая покупка."
"Смартфон Meizu M6 Note 3/32GB Black","33d1e4ad1c2e0556c05133f446a17edc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-332gb-black/","рекомендує цей товар","Дизайн,.Экран, Камера, Скорость работы,.Емкость батареи","Звук при записи видео, когда громкий басс (например если снимаете концерт","рік і більше","Классный, стильный телефон, отличный аллюминиевый корпус. Емкость батареи хорошая, спокойно держит сутки при серфинге в интернете и не длинных разговорах.
Хорошая камера, фото получаются красивыми. Видео пишет вполне нормально.
Памяти хватает, но я вместо второй симки поставил карту памяти на 32гб.
Телефон на эту цену очень хорош, 2-ой год пользуюсь, полет нормальный.
В первый год появилась желиая полоса на экране, но через 3-4 месяца она исчезла и все снова хорошо. Всем рекомендую."
"Смартфон Meizu M3s 16GB (Gray)","614d5c40d239b80a23fbf4c5f70d9943","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m3s-16gb-gray/","рекомендує цей товар","Внешний вид..Эргономика..Простота ОС","Отсутствие поддержки","рік і більше","Использую телефон третий год. Полтора года он был основным. А затем, по сегодняшний день — вторым, рабочим. В целом, адекватная бюджетка с базовым минимумом. Никогда этот телефон не был сверхбыстрым. Его максимум, это Хартстоун на минималках на обеденном перерыве и сделать несколько фото в солнечный день. Зато держать его действительно приятно и геолокацию он вполне адекватно определяет. Ну и дисплей, даже спустя три года имеет неплохую яркость и всё ещё адекватно работает на любом уровне яркости. Из явных косяков: 1. Отвал гугл-сервисов на месяц в 2019 году (пофиксили, но осадочек остался). 2. На третий год на дисплее начало проявляться желтое пятно (размером со спичечную головку). Насколько я понял, это проблема всех бюджеток. Ещё говорят, что у этой модели часто отваливалась кнопка m-touch. Я слышал об этом до покупки. Но дизайн подкупил. За три года ничего не сломалось. Правда и я телефон всегда держал подальше от воды. Сейчас сканер работает также молниеносно, как и в день покупки (на уровне с тем-же Touch-ID первого поколения или даже быстрее)."
"Смартфон Meizu M6 2/16GB Silver","2cb12ba79049c8c16a31ebbb339a9279","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-216gb-silver/","не рекомендує цей товар","Все, что может понравится в этом телефоне, так это цена","телефон начал безбожно глючить ровно через год","рік і більше","Телефон купили маме на замену ее старого телефона. Сначала все было нормально, все были довольны, а спустя год, на телефоне попросту нельзя даже сообщение набрать - глючит"
"Смартфон Meizu M8 4/64GB Black","fe1d84ed46775981ac68ebed73067755","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m8-464gb-black/","рекомендує цей товар","Дизайн, екран, пам'ять, ціна","За 2599грн все супер","кілька днів","За таку ціну 4/64 напевно без конкурентів"
"Смартфон Meizu Note 9 4/64GB Blue","c107437825954a58a4a811a0282780c0","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-note-9-464gb-blue/","рекомендує цей товар","Зразу скажу, я фанат продукції Meizu, хоча і розглядав інших претендентів. Дуже радує ціна, навіть в наших перекупів. З усіма характеристиками я оприділився давно, підбираючи їх під себе і виходячи з того в чому є потреба. На щастя компанія представила хорошу модель, note 9. Телефон, як аксесуар, став давно невід'ємним додатком до людини. Тому питання приємного дизайну стояло гостро. Знаючи ставлення керівників Meizu, я не хвилювався на рахунок цього. Хороший IPS екран. Швидка зарядка, дійсно швидка. Моя любима оболонка flyme та хороші внутрішні характеристики видають непогану продуктивність та швидкість роботи апарату","Як для бюджетників, не погана, але не допрацьована камера, на рівні операційної системи. Відсутність NFS, не критично, тому зараз є на більшості банківських карток, але залишається фактом. Та притаманна цій ціновій категорії відсутність захисту від вологи, пилюки та води","кілька тижнів","Так то, покупкою задоволенний... Кайфую від телефону."
"Смартфон Meizu M6 3/32GB Black","8cc69cb9a82ea335dca4819342a73cc5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-332gb-black/","не рекомендує цей товар","Время автономной работы, дизайн","Закрытый загрузчик","рік і більше","Флайм - это оболочка в глобальной версии которой сидит куча багов, а последнее обновление безопасности было в мае!!!
Итог: нормальный бюджетный телефон но с заблокированным загрузчиком и без кастомных прошивок.
Вывод: лучше взять сяоми"
"Смартфон Meizu M6 2/16GB Gold","30976e9381d1cef148ed208c519960d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-216gb-gold/","рекомендує цей товар","Дизайн, качество картинки, функциональность","Камера, 2ГБ оперативной памяти и 16ГБ основной маловато на сегодняшний день","рік і більше","Приобрел данный смартфон год назад, за год он полностью оправдал потраченные деньги, к тому же совсем небольшие деньги за такой функционал. Покупкой очень доволен, единственное что, если вы хотите играть в игры, или запускать тяжелые приложения, этот смарт не для этого, а для выполнения повседневных задач самое то. Как звонилка идеальный вариант, как по мне. =)"
"Смартфон Meizu M3s 16GB (Gray)","614d5c40d239b80a23fbf4c5f70d9943","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m3s-16gb-gray/","рекомендує цей товар","Нормальный экран и камера, как за такую цену..Две симки","2 Гб оперативной и 16 Гб флеша реально немного по нынешним временам..Ночная съемка не для этого девайса","рік і більше","Пользуюсь четвертый год, заряд все еще держит сутки+ при умеренно активном использовании. Для игроков не подойдет, а вот для серфинга интернета, карт, медиа, как дневная фотокамера и как звонилка - вполне оправданный выбор.
Со старта заправил смартфон в гелевый бампер и накрыл защитным стеклом. За три года сменил четыре защитных стекла и один бампер, сам смартфон после падений живее всех живых."
"Смартфон Meizu C9 Pro 3/32GB Black","24fd75d8cb1f8ceb83b370c5ad20019f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-c9-pro-332gb-black/","рекомендує цей товар","Скорость устраивает, в игры не играю. Экран приятный. Классные динамик и связь. Есть 4G. Памяти хватает с запасом. Нормально смотрится","Довольно быстро разряжается, а заряжается долго ~ 4 часа. До этого был алкатель 4 дюйма, который держал в таком же режиме заметно дольше и заряжался за пару часов, а батарея там была в два раза меньше. К компу всегда подключается в режиме зарядки и нужно каждый раз переключать на другой режим, чтобы что-то записать, но это сделано для безопасности. Телефон не маленький и не легкий; сейчас бы для себя брал максимум 5 дюймов","кілька годин","Это у меня первый meizu, брал чисто по отзывам. В целом, телефоном очень даже доволен."
"Смартфон Meizu M6 Note 3/32GB Black","33d1e4ad1c2e0556c05133f446a17edc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6-note-332gb-black/","рекомендує цей товар","Функция быстрой зарядки, камера с эффектом боке","Редко обновляют Flyme","кілька місяців",""
"Смартфон Meizu M8 4/64GB Purple","08dfb8d26d3592b2f93691e84e181bd3","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m8-464gb-purple/","рекомендує цей товар","Экран.Батарея","Камера при плохом освещении","кілька тижнів","Все как в обзорах. Хороший экран. Хорошая батарея. Комфортно пользоваться несколькими приложениями."
"Смартфон Meizu M6T 2/16GB Black","f4c6b70576ee68b7525071a030e7cf8a","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m6t-216gb-black/","рекомендує цей товар","Большой дисплей,хороший дизайн","Долгая зарядка","кілька годин","хотелось бы отметить, что смартфон имеет красивый дизайн, удобно помещается в руке, относительно тонкий по сравнению с многими похожими моделями 8.4мм. Дисплей довольно таки большой и яркий 5.7 дюймов, 1440x720. Сдвоенная основная камера 13мп +2мп делает приличного качества снимки, есть вспышка. Фронтальная камера для селфи 8мп, тоже делает достаточно хорошие фотографии. Производительные игры потянет на минимальных или средних настройках. Имеется отпечаток для снятия блокировки, работает без нареканий. Батареи хватает на сутки активной работы. Поддерживает работу двух сим карт, вместо одной сим карты можно установить карту памяти. Единственный недостаток, на мой взгляд, очень долгая зарядка батареи(около 4 часов). Память 16/32 гигабайта, под систему отведено около 7 гигабайт. Оперативной памяти 2/3 гигабайта"
"Смартфон Meizu 15 Plus 6/128GB Gray","d8fbfab7d711c3bca412c6394b7d7f90","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-15-plus-6128gb-gray/","рекомендує цей товар","Корпус телефона виконано із шліфованої сталі, та рамки в готичному стилі. Телефон дійсно дуже стильно виглядає. Екран це окрема пісня. Екран телефона просто шикарний. Чіткість та якість на рівні флагманів інших компаній. Звук з основних динаміків просто бомба (стерео). Звук в навушниках Meizu HD50 тоже максимально наближений до ідеального чк по запасу гучності, так і по чіткості низьких, середніх та високих частот","Душе швидко збирає відбитки пальців на задній кришці. Приходиться часто протирати","рік і більше","Meizu 15 Plus виконаний на основі процесора від Samsung, а саме Exynos 8895. Для мене такої продуктивності процесора вистачає повністю, ще й із запасом на майбутнє. Великий (майже) 6.0 дюймовій екран по технології Super AMOLED, яка в свою чергу дає можливість економити заряд батареї. Сенсор відбитку пальця, який вмонтовано в клавішу mBack працює дуже швидко. В порівнянні навіть з айфоном 10 не відстає в швидкості. Але як на мене трохи замалий по площі. Камери роблять знімки наздвичайної якості. Про звук із динаміків писав више, але повторюсь, він просто БОМБА (стерео). Швидка зарядка теж присутня. Телефона при активному користуванні вистачає на повний робочий день. По відношенні ціна/якість максимально рекомендую телефон для покупки)."
"Смартфон Meizu X8 4/64GB Black","aa80651d2ebd802371c1c8d6abb69f3d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-x8-464gb-black/","рекомендує цей товар","Досить швидкий. 100% заряду вистачає +/- на півтори доби. Великий і яскравий IPS. Досить потужний динамік. Корпус пластик/скло","Телефон має два динаміки, але під час перегляду відео з Ютуб чи дзвінка - працює тільки один динамік. Немає стабілізації під час зйомки відео. Немає можливості примусово зменшити/збільшити розмір/якість під-час фотографування. Не зрозумілий алгоритм дії функції авто яскравості екрану. Андрід 8.1 - немає оновлення. Немає силіконового чохла","кілька тижнів","Як за 4т. дуже гарний варіант"
"Смартфон Meizu M2 (Gray)","bc3a9aa52a90086f8f8281891c4b7a92","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m2-mini-gray/","рекомендує цей товар","ціна.дисплей.камера фірмовий лаунчер мейзу.немає сторонніх програм які не можна видалити","акумулятор матеріали корпусу.телефон дуже слизький і швидко дряпається.звук через динаміки","кілька годин","Телефоном користуюсь 5 років, пережив він 2 ремонти, згорів комплектний блок живлення, а так на той час телефон був просто бомба за свою то ціну)"
"Смартфон Meizu M5s 16GB Silver","9cf70d5e5bf6c92ba57842ee5d0546c4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m5s-16gb-silver/","рекомендує цей товар","ціна дизайн.швидка зарядка.звук.гібридний слот карти пам'яті і сім карти","малий об'єм пам'яті.камера не дуже.комплектный зарядний пристрій був не робочий.деколи не бачить карту пам'яті","рік і більше","Відмінна заміна старому телефону, непоганий бюджетний варіант для вчителя математики. Для фотографій не дуже годиться."
"Смартфон Meizu Note 8 4/64GB Black","c975077cad50cf8db16ae95e0820c9b9","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/meizu-m8-note-464gb-black/","рекомендує цей товар","Все понравилось. Экран яркий, сочный, картинка четкая..Корпус алюминиевый добротно собран..Звук чистый, хороший запас..Проц тянет все, не тупит, не лагает..Камера порадовала, очень даже, я если честно не ожидал от нее такой четкости..Датчики все работают исправно и быстро..Ну и цена конечно же. За такой аппарат это копейки","Я не нашел недостатков,туфу тьфу","кілька днів",""
