"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Lenovo Tab P11 (2nd Gen) 6/128GB LTE Storm Grey (ZABG0019UA)","dabe5e06632c99e7125c9e1e32d80555","https://hotline.ua/ua/computer-planshety/lenovo-tab-p11-2nd-gen-6128gb-lte-storm-grey-zabg0019ua/","не рекомендує цей товар","Екран","Постійно відпадає  wi-fi","кілька місяців","Така сама байда. Постійно відпадає  Wi-Fi.
Змушена сімку відключати, коли на Wi-Fi."
"Планшет Xiaomi Redmi Pad SE 8.7 4/64GB Wi-Fi Graphite Gray (VHU5098EU)","912c779124fbd309cf891fccab93584c","https://hotline.ua/ua/computer-planshety/xiaomi-redmi-pad-se-87-464gb-wi-fi-graphite-gray-vhu5098eu/","рекомендує цей товар","Ціна;.- Якісний екран;.- Ємність батареї;.- Розмір та вага","Досить повільний","кілька тижнів","Загалом цілком достойний планшет за свою ціну. Якісний екран з частотою до 90Hz. Як на мене планшет трохи повільний навіть в повсякденних задачах, хоча процессор наче непоганий. Можливо OS вибаглива до оперативної пам'яті, тож раджу розглянути варіант на 6Gb. 
Найбільше підлагування помітне відразу після розблокування, через деякий час наче стає трохи краще, але це суб'єктивно.
Зважаючи на ціну - достойний планшет з приємним екраном та хорошою батареєю. Дуже зручний для читання книг за рахунок невеликого розміру і ваги."
"Планшет Blackview Tab 60 Pro 8/128GB Blue","0fa71807ecc81d914b16b876ba4c1e0e","https://hotline.ua/ua/computer-planshety/blackview-tab-60-pro-8128gb-blue/","не рекомендує цей товар","Дизайн, комплектація","Через 1 місяць вимкнувся і перестав вмикатися","кілька місяців",""
"Планшет OPPO Pad Air 4/128GB Wi-Fi Purple","ad96a376093c33f9be9682d67933750f","https://hotline.ua/ua/computer-planshety/oppo-pad-air-4128gb-purple/","рекомендує цей товар","Крутий дизайн, чудовий колір корпусу! Color OS - чудова операційна система! Snapdragon дає дуже позитивний експірієнс в користування девайсу. Хороша конфігурація на 128 гігабайт пам'яті","Поки не виявлено","кілька тижнів","Чудовий планшет від Оппо!"
"Планшет Xiaomi Redmi Pad SE 8.7 4/64GB LTE Graphite Gray (VHU5027EU)","37607eabec3da346c74f62150cbc9a17","https://hotline.ua/ua/computer-planshety/xiaomi-redmi-pad-se-87-464gb-lte-graphite-gray-vhu5027eu/","рекомендує цей товар","Вартість, тонкий, компактний розмір завдяки діагоналі 8,7 дюймів, вага до 400 граммів","Слабкий процессор вистачить на декілька років, не більше. Звук теж зірок з неба не хватає, роздільна здатність не підійде для перегляду якісного контента","кілька місяців","За таку вартість конкурентів у цієї моделі дуже мало. Ще і в формфакторі 8,7"". Тож кому потрбібен недорогий планшет на декілька років, та ви не є прихильником екосистем єпл чи гелексі - раджу до придбання."
"Планшет Xiaomi Redmi Pad SE 8/256GB Graphite Gray (VHU4587EU, VHU5355EU)","003d1806223f91cbed027cc19621bf6c","https://hotline.ua/ua/computer-planshety/xiaomi-redmi-pad-se-8256gb-graphite-gray/","рекомендує цей товар","відома фірма.+ Сучаснтй дизайн.+ Доволі якісно підібрані комплектуючі .+ Хороший екран.+ АКБ тримає довгий час.+ Звук","Критичних мінусів не виявлено","кілька годин","Камера така собі по якості. Але вона особо і не потрібна для праншету. Брався для дитини, тож все тягне що треба. Залізо добре підібрано для того, щоб розкривалися всі ресурси. Екран хороший, якісний, немає втомлювання очей. Якісний корпус,на дотик приємний. Йде в коробці, коробка запакована в плівку."
"Планшет DOOGEE T20 8/256GB Space Gray","895e3b373486ba1cc20c1a0b74cb8059","https://hotline.ua/ua/computer-planshety/doogee-t20-8256gb-space-gray/","не рекомендує цей товар","Операційна система багато пам'яті середній процессор автономнісьь","Екран в ютубі максимум дає 720p а це дуже розмивчато камера зовсім погана нічого не фотографує","рік і більше","+-"
"Планшет OnePlus Pad 2 12/256GB Nimbus Gray","90659d3c3763d5a858e9807de74eee29","https://hotline.ua/ua/computer-planshety/oneplus-pad-2-12256gb-nimbus-gray/","рекомендує цей товар","Скорость работы.Экран .Автономность 15-17 часов экрана.Фонарик","Разве что камера скромная","кілька тижнів","До OnePlus был ipad 10.2 2021 во всем OnePlus лучше особенно экран и автономность ipad хватало максимум на 9-10 а если поиграть то и 4-5часов
Однозначно рекомендую."
"Планшет Lenovo Tab P12 8/128GB Wi-Fi Storm Grey (ZACH0101UA)","36f5b13f24f08716a1b7d36d1831eebc","https://hotline.ua/ua/computer-planshety/lenovo-tab-p12-8128gb-wi-fi-storm-grey-zach0101ua/","не рекомендує цей товар","Гарний дизайн, Швидкий, Великий Екран","Є глічі у оболонці Андроїда, За майже рік, залишилось 20 днів до закічення гарантії - замінили два рази дислей, перший раз пішли полоски, другий стався тиждень тому - почав лагати сенсор..На телефоні 2016 року камера краще ніж у планшеті, але купував не як фотоапарат","рік і більше",""
"Планшет OPPO Pad Neo 6/128GB Wi-Fi Space Grey (OPD2302)","5b5d79344ee7541f27618bc3fdebdf2c","https://hotline.ua/ua/computer-planshety/oppo-pad-neo-114-wi-fi-6128gb-space-grey-opd2302/","рекомендує цей товар","Дизайн самого девайсу та операційної системи.Дуже приємний на дотик,тоненький.Час автономної роботи доволі великий.Швидка зарядка 33 Ват.Дуже соковитий та якісний екран","Трохи підлагує під час перемикання між додатками, але це зрозуміло для пристрою у такому ціновому сегменті плюс процесор не найшвидший також","кілька місяців","Крутий девайс за свою ціну! Точно гідний уваги!"
"Планшет Lenovo Legion Tab 12/256GB Storm Grey (ZACW0027UA)","a066387a4e44afb6da3540d04c4fe31c","https://hotline.ua/ua/computer-planshety/lenovo-legion-tab-12256-storm-grey-zacw0027ua/","рекомендує цей товар","Размер, экран, железо","цена","кілька днів","Планшет пушка! Очень удобно держать в руках. Тянет все игры. Никаких фризов, лагов.
До этого были iPad Mini 2, 4, 5. 6ой и 7ой даже не рассматривал к покупке после многих видео-обзоров данного планшета. Это небо и земля. Никакие ""миники"" и рядом не стоят по сравнению с этим девайсом. Lenovo Топ, очень хорошо постарались. В данном размере конкурентов практически нет! Но! Есть одно большое Но - это цена! Это единственный минус данного планшета. В остальном, экран настолько классный что не передать словами. 120-144 Герца это просто Топ!"
"Планшет Lenovo Tab P12 8/128GB Wi-Fi Storm Grey (ZACH0101UA)","36f5b13f24f08716a1b7d36d1831eebc","https://hotline.ua/ua/computer-planshety/lenovo-tab-p12-8128gb-wi-fi-storm-grey-zach0101ua/","рекомендує цей товар","швидкий, великий, яскравий, вмісткий, бюджетний","суттєвих недоліків не виявив","кілька тижнів","Планшет приємно здивував! Вибір був між apple та більш бюджетними варіантами. І я не пошкодувала, що обрала саме цей планшет. Отже, почнемо з того, на що першим звертаєш увагу - розмір! Даний планшет великого розміру і з насиченими кольорами, що забезпечить комфортний перегляд фільмів. Також плюсом є те що він в міру тонкий та легкий, тож моїй дитині для гри він також підійшов. Дуже швидка зарядка. До речі, в комплекті є і кабель, і блок живлення, і ще й стілус. Тим, хто планує купувати цей планшет, рекомендую одразу придбати чохол, бо задня панель доволі швидко забруднюється відбитками пальців."
"Планшет Samsung Galaxy Tab S6 Lite 2024 4/128GB Wi-Fi Grey (SM-P620NZAE)","e0f83d54cd6fd2d02ad1f2371d359073","https://hotline.ua/ua/computer-planshety/samsung-tab-s6-lite-2024-4128gb-wi-fi-grey-sm-p620nzae/","рекомендує цей товар","Чудовий екран, дуже непогані динаміки","суттєвих недоліків не виявлено","кілька тижнів","Для тих, хто збирається брати даний планш для малювання - беріть. Малювати можна і треба, наприклад, серед дюжини програм для малювання, якими можна абсолютно вільно користуватись, під нього добре оптимізований кліп студіо, який дозволяє повноцінно працювати з псд. Зображення розміром 5-6к пікселів з одної сторони тягне на диво непогано.
Стилус дуже класний по чутливості і натиску, втім має свої нюанси. Він тоненький, тож, під час довготривалого використання може бути трохи дискомфортно. Він трохи тонший за звичайний олівець (це легко пофіксити купивши йому силіконову ""шкурку"" у китайців). Кнопка абсолютно врівень з корпусом, тож інтуїтивно її натискати (як під час роботи з графічним планшетом) не вийде, але це, можливо, справа звички.
В іншому, як для роботи поза домом - те, що треба.
Для тих, хто планує дивитись на ньому кінце чи ютубчик - беріть. Екран топовий, звук взагалі вогонь, динаміки приємно вразили.
Для ігор - не знаю, не використовував.
Камера - посередня, але прийнятна. Зафоткать собі референс вистачить."
"Планшет Samsung Galaxy Tab A9 8/128GB Wi-Fi Graphite (SM-X110NZAE)","930dc33985d26f9d1b5275db8978bb57","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9-wi-fi-8128gb-graphite-sm-x110nzae/","рекомендує цей товар","Оптимальний розмір, якість корпуса, остання ос","камера, вона просто є","кілька днів","Непоганий варіант для середніх задач - серфити в інтернеті, відео, трохи ігор. Оптимальний варіант при виборі батьків для дитини - бренд (якась впевненість в підтримці, якості виконання і тд), розмір (не великий, але і більший за смартфон)
Середній час роботи 3-4 дні при навантаженні 3-4 години в день
Корпус металевий, приємний оку, але відразу в чохол, встиг впасти на підлогу, але по дотичній, пошкоджень не виявлено, але вислизає з рук і далі ризикувати не хотілось
Камера - достатня для навчання і посереднього зв'язку, не більше
Швидкість роботи - не дратує"
"Планшет Samsung Galaxy Tab S9 8/128GB Wi-Fi Graphite (SM-X710NZAA)","bc6dfd0a6c8af4c766fe3b07193aa3a6","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-8128gb-wi-fi-graphite-sm-x710nzaa/","рекомендує цей товар","Швидкій, потужний гарний звук","Ціна","кілька тижнів","В родині вже використовувались S5e, S4 та навіть S3 у молодшої для мультиків та малювання. Ну і вони досі доволі пристойно виглядали. Але ж звісно після користування S9, є відчуття що дітям теж треба буде оновлювати планшети. Бо він прям дуже помітно кращій. Особливо прикольно, що взагалі немає навіть мінімального лагу на будь який швидкості пера (тільки в деяких сторонніх програмах, але то вже їх проблема).
А ще можу додати що його рідний чохол - теж дуже корисна та якісна річ, але нажаль його немає у комплекті, купував окремо."
"Планшет Samsung Galaxy Tab A9+ 8/128GB Wi-Fi Graphite (SM-X210NZAE)","945be8907d007972e90e9b323cbffa84","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-8128gb-graphite-sm-x210nzae/","рекомендує цей товар","Лучшее сочетание цены и качества","Нет такого","кілька місяців","В использовании 6 месяцев!
Металлический корпус.
Лучшее сочетание цены и качества.
Процессор Snapdragon 695 один из самых производительных в 6й серии. 8гб ОЗУ и 128гб встроенной памяти.
11 дюймов экран с тонкой рамкой. Достаточно компактный. Аналогов просто не нашёл ща такую цену."
"Планшет Apple iPad Air 11 2024 Wi-Fi 128GB Space Gray (MUWC3)","7e1121bc0a28397740d77d6ff3f500a2","https://hotline.ua/ua/computer-planshety/apple-ipad-air-11-2024-wi-fi-128gb-space-gray-muwc3/","рекомендує цей товар","Дуже легкий. Дуже швидко заряджається. Екран дуже крутий","Як і IPad 7th 2019 заряд тримає один світловий день, я очікував покращення. Тим паче що по останніх оновлень старий планшет тримав 2-3 дні","кілька тижнів","Чудовий гаджет, дуже зручний, звук крутий, екран крутий. Хто планує купувати той знає про нього все."
"Планшет  Xiaomi Redmi Pad Pro 8/256GB Graphite Gray (VHU4750EU)","5e36409e4882474cdecbd989f91a2eb0","https://hotline.ua/ua/computer-planshety/xiaomi-redmi-pad-pro-8256gb-graphite-gray-vhu4750eu/","рекомендує цей товар","Якісне зображення,чіткий звук,гарна батарея","Всім задоволена","кілька годин","Задоволена параметрами планшета,ціна-якість."
"Планшет Lenovo Xiaoxin Pad 2022 4/64GB Wi-Fi Grey (ZAAM0078)","46c1c79cdbb612d10e40862b462a44ad","https://hotline.ua/ua/computer-planshety/lenovo-xiaoxin-pad-2022-464gb-wi-fi-grey-zaam0078/","рекомендує цей товар","Все сподобалось:.1) Екран яскравий та має дуже сочну картинку.2) Потужність - тягне плавно Diablo Immortal(але потрібно загрузити весь контент перед цим), тягне емулятор Playstation 2 з немалою бібліотекою ігор(при відключеннях світла так його й використовую)..3) Автономність - на перегляду фільмів на повну яскравість тримає до 6-8 годин, в темну пору при зменшеній яскравості + 2-4 години.4) Звук - гучний як якась блютуз колонка, звук якісний і чистий.5) Камери якісні що можна й робити непогані знімки","Тут вже проблема всіх планшетів що не добавляють ще додаткові порти USB, хоча б два мінімум щоб було.Щось немає обнов для цього продукту від Lenovo","рік і більше","Перед покупкою я завжди вибираю з купи товарів перелистуючи купу інформації порівнюючи технології та характеристики виробу. На той час цей планшет був ідеальним варіантом з заділом на майбутнє за характеристиками. Купив і не жалію бо планшет достойний, надійний. Докупив туди ще памяті, захисний чохол-книжку трансформер, наклеїв плівку, все руки не дійдуть купити мобільну малу блютуз клавіатуру. 
Рубилися з товаришем на ньому в Quake 2, Flatout 2, Mortal Kombat 3 та купу всього через емулятори один проти одного і в такі іграшки що не кожен планшет за такі гроші потягне.
Планшет актуальний і на сьогоднішній день з такими характеристиками і буде й ще"
"Планшет Samsung Galaxy Tab A9+ 4/64GB Wi-Fi Graphite (SM-X210NZAA)","02993dfe71c95dd39f4c639fea525c78","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-464gb-graphite-sm-x210nzaa/","рекомендує цей товар","Зручний планшет для навчання та перегляду мультиків чи фільмів, зручний у використанні, камера працює справно, фотографії виходять гарної якості","Все подобається","кілька місяців","Зручний планшет для навчання та перегляду мультиків чи фільмів. Зручний у використанні, камера працює справно, фотографії в ходять гарної якості. Дизайн гарний, яскравість регулюється. Дитині вистачає заряду на день (дистанційне навчання, перегляд навчального матеріалу та перегляд фільмів). Зручно та легко користуватися, все зрозуміло. Дитині подобається, вона має власний гаджет не тільки для навчання, а й для спілкування з друзями. Якість та вартість мене влаштовує повністю."
"Планшет Samsung Galaxy Tab S9 FE Wi-Fi 6/128GB Gray (SM-X510NZAA)","a9623c1d7d471ebc14e9d889622aa8cf","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-fe-wi-fi-6128gb-gray-sm-x510nzaa/","рекомендує цей товар","Якість екрану, швидкодія, дизайн","суттєвих недолків не виявлено","кілька тижнів","Екран: що разу до мене в руки потрапляють кращі і кращі екрани в пристроях, і тут, поки, найкращий екран який я бачив) дуже яскравий (600ніт) з хорошими кольорами, від різних приколюх очі не змучуються зовсім) 90гц - добре, плавність є)

Звук: я очікував, що буде на рівні з хіаомі дорожчого сегменту, а виявилось, що навіть дотягують до Ipad) а там дійсно хороший звук

Батарея: поки не вбив, вистачить посидіти цілий день на 20-30% яскравості, з включеним WiFi. Якщо по 2-3годинки в день, то вистачить на 3-4 дня

Стилус: для малювання він ок, для новачка шикарно) сила натиску є, малювання під кутом є, що ще треба? Хіба щоб інший кінець був стирачкою)) але безБлютузний стилус із такою якість вже топ)

Стилус не для малювання: швидкі нотатки на виключеному екрані - кайф, з спірних мінусів те, що кожен може робити їх) також самасунг імплементнула розпізнавання рукописного тексту, і мені більш зручно писати ""від руки"", аніж набирати букви) проте працює ""ок"", йому важко розуміти пишу я друкованими укранськими чи англійськими буквами, а от писані розпізнає краще

Функціонал та екосистема: був би телефон Самасунг, було би більше приколів із синхронізацією) а так, кастомні програми хороші)

Водо/пило захист: його можна мити під краном, це добре) вже раз помив)

Продуктивність: поки що працює добре, не глючить. Очікую, що оновленнями Samsung погіршить швидкодію за 2 роки) нагріваєть під навантаженням в міру, відчутно рукою тепло."
"Планшет Samsung Galaxy Tab A9+ 8/128GB Wi-Fi Graphite (SM-X210NZAE)","945be8907d007972e90e9b323cbffa84","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-8128gb-graphite-sm-x210nzae/","рекомендує цей товар","Ціна, діагональ екрану, зручний в повсякденному користуванні, не лагає, добре тримає батарею","суттєвих недоліків не виявлено","кілька тижнів","Взяв цей планшет, бо потрібен був пристрій на андроїді для тестування мого додатку на цій операційній системі. Брав тільки під цю задачу, тож не вибирав із дорогих моделей.
Але планшет мене здивував, тепер я користуюсь ним для перегляду контенту - відео, фільмів, електронних книг та серфінгу в інтернету. Всі ці задачі на цьому планшеті виконувати зручно, нічим не гірше ніж на моєму айпаді. Сподобалось, що навіть синхронізацію з айфону/айпаду було запропоновано під час першого включення. Дуже зручно.
Якість картинки після айпаду не вражає, але цілком адекватна. Батарею тримає добре, 50% заряду мені вистачило, щоб подивитись двохгодинний фільм, і ще 17% залишилось.
Звук гучний, динаміки не хриплять, середньої якості, для відео-контенту чудово, музику слухати не дуже.
Еірподси конектяться без проблем, зв’язок не переривається. Трошки протестив в іграх, щось типу Subway Surf грається чудово, плавно та без лагів. Під важкі ігри напевно має сенс взяти планшет подорожче.
В цілому мені подобається, за свої гроші чудовий пристрій"
"Планшет Samsung Galaxy Tab S7 FE 4/64GB Wi-Fi Black (SM-T733NZKA)","22e47cd696989074f954082fa235a5be","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-wi-fi-black-sm-t733nzka/","рекомендує цей товар","Великий екран, довго тримається заряд","суттєвих недоліків не виявлено","кілька тижнів","Чудовий планшет. Користуюсь понад рік. Нарікань, зауважень немає. Думав 4ГБ оперативної пам'яті буде мало, але досі про її брак нагадувань немає. Застосовую в основному для читання, а також для перегляду інтернет-сторінок. Працює спритно. Є із чим порівняти. Планшетом дуже задоволений! І все ж таки не зрозуміло, чому в характеристиках на сайті Алло тут, та й на інших джерелах, вказаний процесор Qualcomm Snapdragon 750G? Цей процесор у версії з LTS, тобто. з цією картою. А в цій версії вбудований процесор Qualcomm Snapdragon 778G, що на 200 тис. балів вище під час перевірки у додатку an-tu-tu, ніж із LTE версією. Дисплей не Амолед, а звичайний IPS, яскравий, насичений. Кольори передає чудово, не гірше ніж Амолед. Загалом про вибір не шкодую дуже задоволений. Досі тішить."
"Планшет Apple iPad 10.9 2022 Wi-Fi 64GB Yellow (MPQ23, MCM94)","0433f995bf11d97b7adae0d0fb23b146","https://hotline.ua/ua/computer-planshety/apple-ipad-109-2022-wi-fi-64gb-yellow-mpq23/","рекомендує цей товар","Зручний у використанні","Немає","кілька тижнів","Дуже зручно лежить в руках. Колір екрану яскравий. Зручний у використанні."
"Планшет Apple iPad 10.9 2022 Wi-Fi 64GB Yellow (MPQ23, MCM94)","0433f995bf11d97b7adae0d0fb23b146","https://hotline.ua/ua/computer-planshety/apple-ipad-109-2022-wi-fi-64gb-yellow-mpq23/","рекомендує цей товар","Яскравий колір.Чудова автономність .Сучасний дизайн.USB-C","","кілька тижнів","Не перший планшет в сім'ї від єпл але нарешті і цей дизайн доступний за не велику вартість.
Швидко працює, вистачає потужності"
"Планшет Apple iPad 10.9 2022 Wi-Fi 64GB Blue (MPQ13, MCM84)","f2a2e807132a231291fbd68aaae9228f","https://hotline.ua/ua/computer-planshety/apple-ipad-109-2022-wi-fi-64gb-blue-mpq13/","рекомендує цей товар","Новий дизайн.Приємний візуально .Яскраві кольори екрану.Швидко працює.Чудова автономність","","кілька тижнів","Гарний дизайн планшету, відсутність кномпки зовсім не завадить у використанні, а USB-C це скарб, нарешті пристрої переходять на один роз'єм"
"Планшет Apple iPad Air 2022 Wi-Fi 64GB Space Gray (MM9C3)","020018ef1b9d0e4a0e7349a751da0990","https://hotline.ua/ua/computer-planshety/apple-ipad-air-2022-wi-fi-64gb-space-gray-mm9c3/","рекомендує цей товар","Все=) Ios, дисплей, швидкодія, автономність","файловий менеджер","рік і більше","Купував планшет для малювання в procreate. Виявилось що планшет закриває всі потреби включаючи те що робив за ноутом. При підключенні клавіатури працював за планшетом як за основним пристроєм.
За рік жодний застосунок або гра не змогли навантажити процесор м1 на повну. 
Автономність в районі 10 годин. В procreate в районі 6-7 годин, але він нещадно їсть батарею. Звук непоганий, фільм можна дивитись. 
Всі доступні ігри йдуть на максимальних налаштуваннях, при цьому планшет ледве теплий.
ios 18.1 чесно кажучи нічого нового не принесла."
