"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон HTC One (M9) 32GB (Gold on Silver)","d8332ce20819b847a9a5af5b839f7a0e","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m9-glacial-silver/","рекомендує цей товар","Телефон куплен жене, я особо не пользовался но впечатления довольно хорошие..- корпус из метала, ну уж очень приятен в руке. чувствуется за что уплачены деньги).- камера.- хороший экран","оболочка сенс. вот поэтому я и не покупаю себе телефоны данного производителя, но жене очень понравилась","кілька годин",""
"Смартфон HTC One M7 802w Dual SIM (Silver)","09d4e7b3d9f2af9315b88765c85615a4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m7-802w-dual-sim-silver/","рекомендує цей товар","купила htc one M7 802w Dual sim,очень довольна выбором. телефон очень хороший,давно уже его присмотрела. Все отлично,пользуюсь уже неделю и не могу нарадоваться. за дополнительную плату продлила гарантию и установила приложения","зарядку конечно мало держит,но у меня так со всеми телефонами","кілька днів",""
"Смартфон HTC Desire 326G (Black)","f91c42894ecc780c6b907ed6890743b8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-326g-black/","не рекомендує цей товар","По описанию  все устраивало в смысле позвонить, сфотографировать, есть фонарик","Постоянно  перезагружается или просто виснет. Померкли все достоинства","кілька днів",""
"Смартфон HTC Desire 300 (White)","f079f6f28151aa61e092d3b5da485b81","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-300-white/","не рекомендує цей товар","Симпатичный дизайн, аккуратный в руке, есть достаточно много функций","очень медленный, постоянно нехватка своей памяти при том, что приложений загружено 3. приходится постоянно сбрасывать настройки до заводских что б хоть немного быстрее начал работать, через год использования пеерстал работать вибро моторчик, пришлось заменить. очень разочарована","рік і більше",""
"Смартфон HTC Desire 326G (Blue)","8487da5ffef5951370ae0141a66cdf44","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-326g-blue/","рекомендує цей товар","Шустрый, симпатичный, приятный в руках. Батарея держит 2 дня (без игрушек, фильмов, но с навигатором и интернетом","Камера могла быть и получше (или я пока в настройках не разобралась","кілька днів",""
"Смартфон HTC Desire 616 Dual Sim (White)","a5bd36e828de11681b9d4d70bab15824","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-616-dual-sim-white/","рекомендує цей товар","швидкість роботи;.- дизайн;.- меню;.- камера як фронтальна, так і основна дуже чудового фотографують, але тільки в день. Вночі і в вечері краще не фотографуйте :).....прикріпляю приклади фото і відео до повідомлення! Те саме стосується і відео!.- 2 сім карти!.- чудово почуває себе в руках!.- для геймерів підійде! Всі ігри, які я встановлював запускалися і працювали без проблем!.- різні можливості підключення до компьютера;.- гучні динаміки;.- співбесідника чути дуже добре, так само і вас!.- 3G тільки на SIM-карті №1","Одразу напишу, мінуси висосані зі пальця!.- кнопки гучності не одразу відкликаються на натискання, вважаю це не проблемою!.- інколи, коли розмовляєш можеш увімкнути щокою режим ""В літаку"", чомусь датчик наближення при розмові не завжди спрацьовує. Але до цього звик, просто не вдавлюю телефон в щоку)).- Не оновлюється андроїд, як купив його рік назад з версією 4.2.2., так і користуюсь! Є можливість перепрошити його, але не хочу за це братись, напишу пізніше!.- Батарея, при інтенсивному використанні і дня не протягує! .- Екран, в дуже ясний день, важко роздивись, що на екрані. Треба ставити яскравість на максимум, тоді більш менш, але страждає батарея","рік і більше","Купив телефон рік назад, за 2900 грн., зараз такої ціни не має :)
Одного разу здавав його в ремонт через 2 місяці користування, по гарантії. Я меломан, і постійно слухаю музику, кинув телефон в кишеню і пішов. Але коли сідаєш і телефон в кишені , штекер від навушників впирається в ногу/тіло і його вигинає разом з роз'ємом. Тому так у мене накрився роз'єм під навушники, від таких сідань вставань розхитався. Але після ремонту, почав охайніше відноситись до телефону, проблем вже не було.
Задоволений, щодо батареї, в мене протягує 2 дні, якщо в міру користуватись інетом (вай-фаєм), грати в ігри, та 24 години на добу не розмовляти! Я це все використовую в середньому, тому маю своїх 2 дня запасу батареї!
Андроїд не оновлюється, телефону це не шкодить! Для мене це не важливо!
Якщо не розбираєтесь в операційній системі Андроїд, краще не лізти до неї)).....я поліз, тепер гугл маркет, гугл плей не хочуть запускатись на телефоні, потрібно розбиратися, а часу не має!
Потужний, ігри літають)
Якщо в когось виникнуть питання, запитуйте!
П.С.
Якщо виникло питання, щоб я зараз купив - це HTC Desire 820! Але тоді його не було. Різниця в них не дуже суттєва!"
"Смартфон HTC Windows Phone 8X (Black)","e3bf31185c75223181ee252c0ea361b1","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-windows-phone-8x-black/","рекомендує цей товар","Абсолютно простое меню,.Очень шустрый,.Стильный дизайн,.Размер,.Камеры обе,.Относительно долго держит заряд,.Довольно быстро заряжается,.Отличный экран - СуперАмолед+ГориллаГласс2,.Отпечатков почти не остается (экран+крышка),.ЦЕНА","см. комментарий","кілька днів","Подробнее о том, что не понравилось:
ОС много ест места, еще в 10-15 этапов обновлялся до 8,1 с копейками - последней версии,
Нельзя поставить на звонок любую песню - только короткую (до 40 секунд).
До сих пор плохо ориентируюсь, где найти мои файлы.
Сначала пришлось создать уч.запись Майкрософт, только потом все приложения и обновления вставали без вопросов.
При получении пришлось его слегка зарядить на почте - по инструкции он полностью разряжен от завода.

Еще пару слов о понравившемся:
Всё, что не нашла в меню, ищу с помощью голосового поиска - классная штука, при чём на русском.
Довольно хороший звук в заводской гарнитуре.
Пару слов о батарее: у меня держит примерно 1,5 суток. При этом я периодически ковыряюсь в рецептах и Новостях с Вай-Фаем, пару звонков, смс, вайбер - нечасто. Один раз его вымотала за часов 12 - 2 раза обновила Винду, целый день торчала в скайпе и вайбере, немного музыки и ВК, почти не выключала экран. К стати, Асфальт садит батарею очень быстро, но игра работает просто отлично, без каких-либо тормозов.
Бесплатных приложений в Магазине вполне хватает.
Еще мне нравится светодиодный индикатор зяряда - он горит где-то под решеткой переднего динамика, его видно только если смотреть прямо. А сбоку - нет, спать не мешает. Не люблю светлячки ловить сквозь сон...:)
Добавлю, что  в 8,1 появился ""Контроль данных"" - я выставляю, что мне 3 числа дали 300 МБ интернета, настраиваю, как интенсивно можно их использовать - он контролирует, и в главном меню прям на Ярлыке показывает сколько осталось - очень удобная штука. Не надо каждый день проверять счет. И еще он может самостоятельно подключаться к бесплатному Вай-Фаю, если включить это - страшно экономит трафик.

В общем, даже с его небольшими минусами, это классный аппарат. Я ОЧЕНЬ довольна покупкой, тем более сейчас он стоит вообще копейки, учитывая его начинку и СуперАмолед+ГориллаГласс2.
Аксессуаров к нему в инете до сих пор довольно много."
"Смартфон HTC One max 809d (Silver)","f7ed5923450d50512fd28507029031ad","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-max-809d-silver/","рекомендує цей товар","Отличный дизайн ,быстрый, недавно обновился до андроид 5.0.2 (русификация  полная), батарея у меня держит до 7дней ,приличная камера","чтобы полноценно удалять системные приложения и мусор гугла нужен S-OFF который стоит 25","кілька місяців",""
"Смартфон HTC Desire 700 (Brown)","3a0b9c787a2573274e45651b6ef4c231","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-700-brown/","не рекомендує цей товар","поначалу, казалось, замечательный телефон: дизайн, скорость работы","за такие деньги телефон должен работать и приносить удовольствие, этот аппарат удосужился прожить недолгую жизнь: 8 месяцев","кілька місяців","Первые месяцы работы не возникало никаких вопросов к работе телефона: скорость процессора, графика, качество фото, взаимодействие с ТВ, хороший сигнал и доступ Wi-Fi сетей - всё было на отлично. Через полгода стали проявляться небольшие, но неприятные нюансы: притормаживание в реагировании на открытие приложений. При чем, что всяких там ""полезных и рекомендуемых"" приложений не устанавливал: базового набора было более чем достаточно. Еще через пару месяцев аппарат стал ""тупить"" очень жестко, особенно это проявлялось в веб-браузере: страницы открывались очень долго (при предварительно почищенном кэше), могли закрываться самостоятельно или браузер сам мог прекратить работу с предложением отправить крэш-репорт. Зависания телефона уже стали регулярными и начали откровенно раздражать.
Естественным желанием было возродить былую прыть телефона, поэтому принял решение вернуть всё к заводским настройкам. Предварительно, всю информацию перенес на ноутбук и нажал ""Перейти к заводским настройкам"". В какой-то момент, в процессе форматирования, телефон выключился. Я понял, что идет обычная перезагрузка и сейчас он запустится. К сожалению, этого не произошло. Ни в тот момент и уже, очевидно, никогда не произойдет.
Отвез в сервисный центр, где после диагностики постановили: необходима замена материнской платы. Реанимация аппарата будет стоить 2600 грн.! По гарантии бесплатный ремонт невозможен, т.к. есть небольшая трещина стекла (придавил, когда телефон был в заднем кармане).
Естественно, платить за сомнительного качества телефон такую сумму - не рационально, никаких шансов, что через какое-то время он не ""обрадует"" новым ремонтом.
Поэтому, из хороших воспоминаний о телефоне остался только дизайн и качество фотографий, которые благо сохранились, как и вся информация.
HTC Desire 700 - категорически не рекомендован для покупки!"
"Смартфон HTC Desire 620G (Grey)","9f52db9b0ba24373884a2cda2db99ddc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-620g-grey/","не рекомендує цей товар","1. Экран с высоким разрешением..2. При играх не очень нагревается. (хотя на форумах некоторые жаловались, но это видать еще от сборки зависит","1. Задействован в воспроизведении звука лишь нижний динамик..2. Критично не удобно то что НЕТ ВОЗМОЖНОСТИ установки приложений на SD карту?! (на данный момент так уж точно, спасибо Google. В Lolipop частичный доступ снова вернули. Но о переходе на новую версию пока не сном не духом даже в  поддержке HTC.).3. Не очень громкий звук в наушниках (не знаю это возможно болезнь всех телефонов).4. Время работы под нагрузкой меньше суток","кілька тижнів",""
"Смартфон HTC One X+ 64GB (Black)","904d5e4793f8c8e29214201d3a7c3b61","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-xplus-64gb-black/","не рекомендує цей товар","Экран, много приложений, камера","Данный смартфон нельзя обновить на актуальную версию Android официально","рік і більше","После 2-х лет нормальной работы стал очень существенно тормозить и греться. Начали долго грузиться приложения."
"Смартфон HTC One M7 802w Dual SIM (Silver)","09d4e7b3d9f2af9315b88765c85615a4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-m7-802w-dual-sim-silver/","рекомендує цей товар","Телефоном доволен. Впервые был куплен 1.5 года назад... увы, украли, выбирая замену, имея возможность купить  сегодняшних флагманов, было принято решение повторить свой выбор, о чем не жалею","не выявлено","рік і більше",""
"Смартфон HTC Desire V (White)","abf6b81d7300f15fa6c3c386f1502dc8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-v-white/","не рекомендує цей товар","работал исправно ровно два года и всё.. умер","через два года использования накрылась плата, замена 1000 грн., ещё пол года - накрылся сенсор","рік і більше",""
"Смартфон HTC One X 16GB (Black)","3d435dd35a6bd45800eb1d37f79a637f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-x-16gb-black/","не рекомендує цей товар","Достаточно долго была в восторге от телефона. Отличный дизайн, приятный в руке. Видео в отличном качестве можно смотреть, хорошие динамики","Ужасная камера, портит цвета. Спустя полтора года использования сгорела плата. Достаточно часто перегревался при обычном пользования, в игры играть сложно было","рік і більше",""
"Смартфон HTC Desire X (Black)","23fcb35c595a6aec3a892f0df20dcf9b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-x-black/","рекомендує цей товар","Нестандартный дизайн, крышка задняя софт тач..Очень качественный экран с шикарными углами обзора (тфт но дает фору многоим айпиэсам).Тонкий аппарат и малые рамки (я его и купил так он самый маленький из 4 дюймовых)..Не мало оперативы (786 Мб), двухядерный проц..Битс аудио мне понравился - музыка заиграла по новому..Нормальная камера (или даже хорошая -  с другими приложениями камер","Так и не смог получить рут..Не много памяти для установки приложений (1 гиг","рік і більше","Аппарат у НТС получился замечательный. Даже на сегодняйший день опережает многих китайцев с более лучшими (на взгляд) характеристиками.
За длительное время эксплуатации всплыли маленькие недостатки, характерные для данной модели - в углу экран стал отдавать желтизной (возникает от перегрева процессора), рамка от паденя стала плохо прилягать."
"Смартфон HTC One SV (White)","a4d552c34b3732f199637f1d28aeede5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-sv-white/","рекомендує цей товар","Користуюсь 2 роки, працює швидко і не глючить. Фото гарної якості","Недоліків за два роки не виявлено","рік і більше",""
"Смартфон HTC One mini 601e (Silver)","36360b92cf76a50eb244386ec0ba8d99","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-mini-silver/","рекомендує цей товар","Размер идеальный - то есть, это максимально, что может влезть в женскую руку и приэтом большим пальцем можно дотянуться практически ко всем точкам на экране).Дизайн - он тонкий, елегантный :).Буквально после недели пользования- упал на асфальт гдето с высоты 2 м... я думала умру ))))))) но все ок) конечно есть вмятины и царапины, но при том, что упал на экран - работал дальше, как ни в чем не бывало).Неплохая камера, отличная вспышка.Отличный звук","Пластмассовый ободок начал трескать буквально через несколько дней использования (на данный момент 10 трещин).Через пол года начала очень плохо работать верхняя кнопочка ""вкл-выкл"" - пришлось перепаять.Через мясяцев 5 начал иногда подглючивать.Через месяцев 9 - после просмотра видео в ютубе или сидения в интернете при нажатии кнопки ""дом"" все виснет секунд на 10.Видео из ютуба кстати прочти нереально смотреть - картинка останавливается- звук идет.Заряда хватает при среднем использовании примерно на сутку (как и любому смартфону,в принципе).Несколько дней назад его совершенно перестал воспринимать комп + тел не видит родных наушников","рік і більше",""
"Смартфон HTC Desire 616 Dual Sim (Navy)","a1bb3498efd537c4d6364c91c5c5e16d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-desire-616-dual-sim-navy/","не рекомендує цей товар","Обычный смарт","Полностью зависает и чем дальше тем больше помогает только съем батареии,при этом не падал.не тонул.Бывает входящие вызовы не светится экран,качество фото как на 5 мегапиксельной камере,в общем если бы можно было вернуть вернул-бы не задумываясь.Брал не серый,официальная гарантия","кілька місяців",""
"Смартфон HTC One S (Black)","24e815f99a5b7e40156697ad125531a7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-s-black/","рекомендує цей товар","В общем хороший телефон для своего времени, пользуюсь им два года и несмотря на описанные недостатки, телефоном остался очень доволен, но время и технологии неумолимо движутся вперед....Отличная камера. Внешний вид и качество материалов. USB-host. Звучание в наушниках. Экран","1. Аккумулятор,- приходится заряжать каждый день, а если попользоваться еще и GPS пару часов и почитать новости в Chrome,- тогда два раза в день..2. Сильно греется при активном использовании..3. Отсутствие слота расширения памяти,- всего доступно 10 Гб под нужды пользователя(из общих 16), не предусмотрена установка microSD..4. Медленный,- оперативная память 1 Гб не справляется с потребностями использования: закрывает приложения в фоне, при нехватке памяти,- например если смотришь страничку в интернете и идет входной звонок,- после звонка необходимо загрузить страничку повторно или после долгого использования Chrome, чтобы открыть другое приложение, нужно еще подождать минуты три, чтобы значки этих приложений снова появились на экране телефона,- это ужасно напрягает, особенно когда хочешь срочно что-то найти","рік і більше",""
"Смартфон HTC One X 16GB (Black)","3d435dd35a6bd45800eb1d37f79a637f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/htc-one-x-16gb-black/","рекомендує цей товар","Элегантный дизайн, контрастность дисплея, оболочка интерфейса, стабильность работы (крайне редки вылеты","Время работы (спустя полтора года пользования аккумулятор и вовсе садится на пять процентов за две минуты фоновой работы с включенным экраном), низкая поддержка HTC программным обеспечением, плохой уровень работы Wi-fi","рік і більше",""
