"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Bravis Trace A504 Black","a53e93a7564639dc3f12914ae8a8d7e4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-trace-a504-black/","рекомендує цей товар","цена, версия Android камера прост в пользовании","с версией A500 начались проблемы с экраном(часть его была все время активна, как будто кто-то нажимает пальцем всё время), но эта модель, пока устраивает","кілька тижнів","подходит, как телефон для детей: стоит недорого, если потеряют или разобьют, то будет не так обидно. Для такой цены - качество хорошее."
"Мобільний телефон Bravis Major (Black)","5acc931edd6c8cb07af5b8d7810f6793","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-major-black/","рекомендує цей товар","Внешний вид. Батарея. Лёгкий. 2 симки. Громкость динамиков. Работа FM-радио без гарнитуры","Скупость информации в контактах. Сложность открывания крышки","кілька місяців","Свои деньги стоит."
"Мобільний телефон Bravis F180 Ring (Black)","5d51def267457a4f9bd680517cde0500","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-f180-ring-black/","рекомендує цей товар","Хороший дизайн, легкий, цена","не полный перевод с английского","кілька тижнів",""
"Смартфон Bravis Trace A504 Black","a53e93a7564639dc3f12914ae8a8d7e4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-trace-a504-black/","рекомендує цей товар","Дизайн.Датчик отпечатков пальцев.Материал корпуса .Android 6.0.Относительно быстрая зарядка","Защитное стекло.Сборка.Время работы.Производительность.Процессор","кілька місяців","Товар для тех кто ищет временный вариант.

В Активной эксплуатации 6 месяцев и нашел много минусов:
 1. Прошивку хоть и пытались сделать голую, но некоторые функции из Android One не доступны.
 2. В этом смартфоне нельзя держать больше одной учетной записи Google. Проблема в синхронизации, а именно в ее энергопотреблении и второстепенно идет сильное напряжение на проц..
 3. Процессор слабый (горит) когда в фоне синхронизируются два аккаунта Google в 25 приложениях и плюсом 5 приложений работают фоном проц. начинает греться и сильно, по ощущениям 60С*. Иногда удивлялся как он еще не сгорел, металлическая оправа помогает в охлаждении.
 4. Данный девайс с 2017 года компанией не поддерживается. С момента покупки в феврале 2017 ни раза не обновился, звонил в компанию сказали обнов не будет.
 5. По поводу сборки. Начали появляться люфты на стыке верхней панели и боковых граней, можно увидеть как свет от экрана проходит через верхние ребра.
 6. Большим разочарованием было узнать, что не работает, как должно, взаимодействие с SD картой. При попытке перенести приложения Memory->SD | SD->Memory телефон переходит в перезагрузку и так стоять может вечность(проверял) и что самое интересное выключаю питание снова включаю и телефон держит состояние ОС в таком же положение которое было при выключении(все приложения запущены)

Дешевый смарт и этим все сказано, но его эксплуатация оставила приятные эмоции и полезный опыт."
"Мобільний телефон Bravis Folder F243 Gold","89eccb30932bdb0f25fbe69008ffe714","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-folder-f243-gold/","не рекомендує цей товар","Цена","Почти все","кілька тижнів","Звонилка. Батарея держит сутки при 2-5 звонках в день . Постоянно на зарядке."
"Мобільний телефон Bravis Classic (Grey)","aca28a62a95a1dbcac1e5e5b1a050291","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-classic-grey/","рекомендує цей товар","работяга","нет","кілька місяців","простой телефон, был у меня несколько месяцев. обычный работяга, держит заряд. правда вышел из строя быстро, но по гарантии поменяли на новый."
"Мобільний телефон Bravis Midi (Black)","8d8d6029dcd8f7b180648f611cccaca4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-midi-black/","рекомендує цей товар","Работает неплохо как для такой цены брала 9 месяцев назад, динамику уже конец пришёл ,наушники что были в комплекте сразу выбросила, к компу подключить что то не получается камера вечером снимает отвратительно а вот при солнечном свите даже ничего.Чисто для связи пойдёт","камера динамик и наушники","кілька місяців",""
"Смартфон Bravis A503 Joy (Black)","4c9ef7d2be5f766e46b3941b6d6552ba","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-a503-joy-black/","рекомендує цей товар","Тел норм сам дизайн супер","Но после 6месяцев роботы лагает, пищит и екран мигает","кілька годин",""
"Смартфон Bravis A503 Joy (Black)","4c9ef7d2be5f766e46b3941b6d6552ba","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-a503-joy-black/","рекомендує цей товар","Цена, Дизайн задней панели","Яркость экрана и батареия слабовата, но в целом хватает","кілька місяців","Подарили сыну школьнику. Я сам особо не юзал его, но сын доволен. По характеристикам не плох, визуально достаточно симпатичный. 3 месяца работает без косяков, но о качестве пока судить окончательно нельзя."
"Смартфон Bravis Power (Black)","3fb99f4b971d94a07da5e30c2c7364a8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-power-black/","не рекомендує цей товар","в итоге ничего","батарея.-екран.-динамик.-общее удобство (подробнее ниже","кілька місяців","Вобщем если б я делал отзыв первый месяц, я б поставил четверку, но спустя 9 месяцев использования - вывод один - даный товар покупать не рекомендую.
1)Взял главное из за батареи, нужен был простой телефон говорить в офисе, без излишеств, но с хорошой батареей. Но если первый месяц держала неплохо - то потом резко начала падать емкость, через пол года заряжать надо было каждый день ( в начале 2 раза в неделю)
2)Почему за дизайн поставил 1 бал - через пол года телефон вытерся, окраска камеры, кнопок, боковины стали выглядеть будто телефону лет пять.
3)Єкран - через пару месяцев появились засветы, как полоса через весь єкран, потом она стала не просто засвечена, а не работающая. Думал может я гдето ударил - но оказалось у друга который взял одновременно со мной, точно такая же проблема.
4)Камера днем работает более менее, но ночью вспышка срабатывает ранее чем фото, итого фото черные))
5)Перестал срабатывать датчик приближения к уху, разговаривать стало проблемно, наконецто по итогу глюков отправил в сервис по гарантии, надеюсь вернут деньги.

Єто только из серьезных багов, еще куча мелких неудобств."
"Смартфон Bravis Jazz","2e4be1709de7abe52551ff7a6ea02178","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-jazz/","не рекомендує цей товар","Сподобався дизайн телефону та те як він лежить у руці","Відсутній динамік для розмов, заряду аккумулятора не вистачає на день (навіть при економному використуванні), при перезавантеженні більшість налаштувань повертаються до заводських","рік і більше","Для мене цей телефон став розчаруванням у фірмі Bravis. Я вважаю, що навіть у бюджетних смартфонах має бути динамік для розмови та допрацьована прошивка, через яку телефон не буде сам по собі перезавантажуватися чи скидати налаштування до заводських."
"Смартфон Bravis Solo (White)","af5a53a7c7df1ab29bc69da76e650f18","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-solo-white/","не рекомендує цей товар","ціна,дизайн","екран,поламався після 2-х місяців роботи,телефон ремонту не підлягає..батарея - розряджується за пів дня при помірному користуванні","кілька місяців",""
"Мобільний телефон Bravis Ray (Black)","d76af70a8141307f05c44fcf35c29d2d","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-ray-black/","не рекомендує цей товар","Приємний на дотик матеріал, візуально гарний. Ніби непоганий мікрофон. Хороший акум порівняно з іншими бюджетними телефонами","Якість мовної локалізації: ""Показати язик українська"". Вбудованої пам'яті 80кб, із яких 45кб зайняті стандартно. Вільної пам'яті достатньо для ~10 секунд запису диктофону, і не вистачає навіть на один знімок. Стандартно наявно лише по дві мелодії на дзвінок та смс, які дратують, і дві фонові картинки. Контент так собі. Задню кришку без інстурментів зняти складно. Після кожного виймання акумулятора збивається годинник. Один динамік, у тиші вашого співрозмовника чутимуть оточуючі. Швидкого набору не знайшов, в контакти треба заходити через меню","кілька годин",""
"Смартфон Bravis A501 Bright (Black)","7bd308a053c0f46154ca05b55d5d6410","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-a501-bright-black/","рекомендує цей товар","Ожидал худшего. Но за свои деньги неплохой телефон, и камера тоже не такая плохая как об этом говорят. Не  тормозит и батареи хватает","Единственный недостаток - это плохенькое воспроизведение звука","кілька годин",""
"Мобільний телефон Bravis Classic (Grey)","aca28a62a95a1dbcac1e5e5b1a050291","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-classic-grey/","рекомендує цей товар","экран дизайн фишки","оч. тихий не удобные лотки сим","кілька тижнів","середнячок но рекомендую"
"Смартфон Bravis Alto","eeb41d1e8167f675114a219e76e3c259","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-alto/","не рекомендує цей товар","недорогой, простенький дизайн, но вполне адекватный, неплохой экран","Камера вообше никакая + на третьем месяце у меня умерла батарея. Сервиса у нас нету, отнесла ребятам на ремонт телефонов - сказали, что замена не реальна и вообще на Брависы практически нет запчастей. В общем телефон теперь просто валяется. Жалко только что послушала продавца , он чуть ли не настаивал, что бы я взяла этот Бравис. больше доверия к неизвестным маркам вобще нет","кілька місяців",""
"Смартфон Bravis Next (Black)","2aa7d6b96f6b02ea23cd6bf1f72a3bc4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-next-black/","не рекомендує цей товар","цена","батарея как бы есть, но по факту ее как-бы нету. заряд не держит вообще. Зарядить целое дело(10-12 часов до 100%), но зато гад садится, просто на глазах- поговорил 10 минут 15% ушло. Это все пол беды, он у меня выключился сам по себе и 2 дня я его не мог никак включить. потом он сам заработал, но удалил все личные контакты. Сервис ищи-свищи, в мастерской на базаре мужики сказали, что ""не нужно брать китай непонятного проиисходжения"" кооче не знаю, лучше занять денег и купить нормальный, чем размениваться на все эти Bravisы","кілька тижнів",""
"Мобільний телефон Bravis Base (Black)","6145be38080565f8081189fde7b27688","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-base-black/","не рекомендує цей товар","Низкая цена. 2 сим, стандартные, а не как указано mini. Громкий, лёгкий","1. Мелодия на звонок, может поднять из могилы мертвого, и так же туда направить живого, Кто приобретет, тот меня поймёт. (громкая, непонятная, ужасная), лечение, установка карты памяти с мелодиями которые Вам нравятся. .2. Меню очень среднего класса, в первых  NOKIA и сименсах, было все куда лучше..3. Слабый динамик, в режиме разговора, ощущение, что собеседник разговаривает на громкой связи. Со временем привыкаешь. Но,я не стал мучить слух, и вернул в магаз..4. Слабый фонарик. .Жаль, нет больше NOKIA 3310, вот это был телефон, на ВСЕ случаи жизни...Самое главное, что есть Fecabook & whatsapp.""Незаменимое в этом аппарате","кілька днів",""
"Смартфон Bravis A501 Bright (Gold)","e2bf92c1bf2efe7d431b9258c4e49dee","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-a501-bright-gold/","рекомендує цей товар","Покупать. функционал, цена. дизайн. за счет скошенных краев можно управлять одной рукой. Все аксесуары подходят с модели Leagoo alfa 5, чехол заказали в китае","НЕТ","кілька днів",""
"Мобільний телефон Bravis Base (Black)","6145be38080565f8081189fde7b27688","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-base-black/","не рекомендує цей товар","Ничего","Меню, неудачные  настройки","кілька місяців","Когда клавиатура заблокирована в кармане могут набираться экстренные вызовы . У меня набирается почему-то 999 ( платный гороскоп , 4 раза! , сняло примерно по 150 грн. Это в 2 раза больше стоимости телефона!!!) И отменить в настройках это невозможно!
Почему платные номера на этом телефоне- номера SOS ???
Не рекомендую? Выйдет дороже"
"Мобільний телефон Bravis Midi (Black)","8d8d6029dcd8f7b180648f611cccaca4","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-midi-black/","не рекомендує цей товар","Большой экран, низкая цена, стильный дизайн","Ужасное ч/б меню с мелким шрифтом, .тонкий пластиковый защитный экран, который туда-сюда прогибается под нажимом пальцев и совершенно не защищает LCD-матрицу .Отсутствие нормальной сервисной поддержки для этой ТМ","кілька днів","Купил этот телефон ребенку в школу из-за большого экрана и низкой цены, чтобы не жалко было, если разобьет или потеряет. Но не ожидал, что он разобьётся в первый же день. У ребенка он был в кармане и он ударился боком о стенку, когда дети баловались. 
В результате матрица внутри телефона просто треснула и пошли цветовые разводы. Хотя пластиковый защитный экран сверху остался целым. 
В фирменном сервисном центре сказали, что на такие дешевые телефоны им производитель просто не поставляет запчастей и починить его уже нельзя...  
Не ведитесь на низкую цену и размер экрана."
"Мобільний телефон Bravis Base (Black)","6145be38080565f8081189fde7b27688","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-base-black/","не рекомендує цей товар","Цена. Слот под карту памяти. Это все","Две мелодии. Одна ужасней другой. Аккумулятор так себе. Вот был у меня флай на 1200 милиампер... а тут... в общем как у всех. Очень, ОЧЕНЬ хрупкий и тонкий пластик. Треснул корпус/лицевая часть. На двух аппаратах что покупал. В нете отзывы что у все такая же проблема. Так и продают. Разбирал, там реально пластик толщиной с треть спички.  Покупать, если нужна самая дешевая звонилка и с проблемами что я описал выше. Качество слухового динамика для меня обычное","рік і більше","Телефон не для каждого)))"
"Мобільний телефон Bravis Major (White)","ed0e314ae1c056d3efa870671c06ec3f","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-major-white/","рекомендує цей товар","Дизайн.Батарея.Качество связи","Камера слабая","кілька днів","Отличный телефон для родителей в возрасте. Просто звонилка и смс-ник. Нормально собран, кнопки больши,е удобные, корпус не люфтит. Батарея держит неделю. И что очень понравилось, радио работает даже без наушников."
"Смартфон Bravis Trend (Black)","97be524b1d937a090d9184717027feb6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-trend-black/","рекомендує цей товар","За таку ціну, подобається майже все. Дуже добре оптимізований під Андроїд 5.1","Камера. Акумулятор теж слабенький, але на день інтенсивного користування хватає (якщо не грати в ігри і без читання новин) тільки дзвінки і вібер","кілька днів",""
"Мобільний телефон Bravis Base (Black)","6145be38080565f8081189fde7b27688","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-base-black/","не рекомендує цей товар","Только цена оправдание этому аппарату","Купили на работу 4 штуки. Я думал только у меня проблемы со слышимостью, оказалось все телефоны такие. Слышимость на уровне 2 из 5. Отнесли обратно в магазин, совсем без удивления их приняли обратно","кілька тижнів",""
"Смартфон Bravis Jazz","2e4be1709de7abe52551ff7a6ea02178","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-jazz/","рекомендує цей товар","Швидкість практичність в інтернеті грузить супер","Чому не встановлюються програми на нього =(  Пише ""Під час аналізу пакету виникла помилка","кілька днів",""
"Смартфон Bravis Alpha (Black)","ea307acc2e3b339c558fb4313e09f0f5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-alpha-black/","рекомендує цей товар","дизайн.в спецификации (этого сайта) андроид 4.2, по факту 4.4.2.ёмкость акамулятора по спецификации (этого сайта) 1400, по факту 1500 ).шустрый, за эти же деньги у аналогов 0.5 гига оперативки, тут 1, у аналогов 2 ядра, тут 4","круглые ярылки не идеально круглые, такое впечатление, что их ещё напильником правили и остались заусенцы, но у мня только 1 круглый ярлык ).в спецификации как-то не ясно сказано про размер слотов для сим карт, так вот объясняю, 1я сим-карта - микро-сим, 2я - мини (3g). брал из расчёта что обе мини, пришлось одну обрезать","кілька днів","отличный телефон за свои деньги, я не меломан, по этому никаких претензий, замечаний по качеству звука не имею )"
"Мобільний телефон Bravis Leo","4d4f93ce2ed5222c85c0c05d343445ed","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-leo/","не рекомендує цей товар","Неплохой внешний вид.Доступ в интернет","Ужасное качество связи, собеседник постоянно жалуется что меня плохо слышно либо вообще не слышно. Тоже самое и с моей стороны, часто собеседника не слышно...Лучше доплатить и купить другой телефон","кілька тижнів",""
"Смартфон Bravis Alpha (Black)","ea307acc2e3b339c558fb4313e09f0f5","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-alpha-black/","рекомендує цей товар","учитывая цену понравилось почти все. В целом телефоном доволен. Шустрый, редко глючит, неплохой экран как по мне","слабая батарея, при активном использовании нужно заряжать каждую ночь (можно привыкнуть и на ночь ставить, для меня не критично).- плохой звук -не годиться для меломанов, во всяком случае после моего аривера, слушать не могу. В старой и простенькой нокиа, звук был лучше..- GPS не точный и долго ищет сигнал спутника, для навигации без интернета этот телефон не подходит","кілька місяців",""
"Смартфон Bravis Air (White)","be4d60458ec0e65389ab0ae90a9512ab","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/bravis-air-white/","не рекомендує цей товар","Малая цена","Не понравилась работа смартфона. Брался исключительно для общения по скайп без видео, одноклассники, фейсбук, почта. Все! Никаких игр и дополнительных приложений. Из трех месяцев после покупки провел в трех ремонтах в общей сложности 2,5 месяца и по прежнему весь функционал не работает. Вначале начались зависания, после первого ремонта зависания прошли, зато перестали грузится программы на SD-карту. После второго ремонта программы начали грузится на SD-карту, но через пару дней опять начались зависания..Дефект проявляется случайно, доказать что-либо ни сервису, ни магазину не возможно","кілька місяців",""
