"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Xiaomi Mi Pad 4 Plus 4/128GB LTE Black","3fabb5e2749e833bda088b4d9284d5e8","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-4128gb-lte-black/","рекомендує цей товар","Отличный яркий и сочный экран, высокая скорость работы, без подвисаний и затромаживаний. Аккумулятор достойно выдерживает испытание играми ребенком, под конец дня остается около 40","нет","кілька днів",""
"Планшет Xiaomi Mi Pad 4 Plus 4/128GB LTE Black","3fabb5e2749e833bda088b4d9284d5e8","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-4128gb-lte-black/","рекомендує цей товар","Все подобається","зауважень немає","кілька днів",""
"Планшет Xiaomi Mi Pad 4 Plus 4/64GB LTE Black","bd5109302efbf1812cd0b91f670b333a","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-464gb-lte-black/","рекомендує цей товар","З такими параметрами інші коштують як мінімум в два рази дорожче. Батарея тримає дуууже довго. Xiaomi як завжди на висоті","З нюансів які я помітив:.1. Немає віджетів які добавляються на робочий стіл (такі як є на телефонах погода, годинник ітд.), є стандартний набір інтернет, політ, блютуз ... і контакти (для чого якщо немає телефонного зв'язку - доречі вайбер працює чудово)..2. В налаштуваннях коли хочеш переглянути використання живлення батареї вибиває помилку (використання батареї можна подивитися в AID64).3. Немає другого сховища як в телефонах..4. Камера - але з характеристик я про це знав ще до купівлі, шкода що немає варіанту з кращою","кілька тижнів","Планшет за свої гроші БОМБА, однозначно рекомендую купляти!"
"Планшет Xiaomi Mi Pad 4 4/64GB LTE Black","eb4b53527168a5878f53217cb0c49e3a","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-464gb-lte-black/","рекомендує цей товар","Продуктивність, ціна, дизайн, xiaomi","недоліки відсутні","кілька годин","Вважаю, що планшети xiaomі одні з найкращих по ціні та якості на ринку."
"Планшет Xiaomi Mi Pad 4 4/64GB LTE Black","eb4b53527168a5878f53217cb0c49e3a","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-464gb-lte-black/","рекомендує цей товар","За свои деньги это очень подходящий вариант,для покупки планшета! Автономность просто удивляет! В тачнки bliz может продержаться 6 часов,графика и стабильность на очень высоком уровне.Версия планшета 4/64 WI-FI","Звук громкий но качество динамиков не самое лучшее, качество дисплея тоже не самое лучшее,но за эту цену подойдёт.кажеться немного тяжеловатым в руке,но это наверное батарейка имеет вес, но опять же повторяюсь автономность меня просто удивила,стоит 10 версия прошивки кастом","кілька днів","Автономность планшета просто отличное!!!!,в игре bliz более 6 часов это реально!,ну и понятно дело для просмотра Ютуба показатели будут 10 часов или более,точно незамерял,но в час примерно до 9% уходит в час!!! Скорость работы отличная,,Wi-Fi всё отлично.зарядка примерно 3ч 20 минут это нормально.Олеофобное покрытие нормальное по качеству.Вывод таков отличное решения для планшета,взять в дорогу да и для дома тоже хорошо."
"Планшет Xiaomi Mi Pad 4 Plus 4/64GB LTE Black","bd5109302efbf1812cd0b91f670b333a","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-464gb-lte-black/","рекомендує цей товар","Быстрый","Динамик не спереди, но это не страшно","кілька місяців",""
"Планшет Xiaomi Mi Pad 4 Plus 4/128GB LTE Black","3fabb5e2749e833bda088b4d9284d5e8","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-4128gb-lte-black/","рекомендує цей товар","Всё","Даже и не знаю","кілька тижнів","Тот случай, когда в товаре прекрасно всё!"
"Планшет Xiaomi Mi Pad 4 4/64GB Wi-Fi Black","72d0f0bcf75e9f3571b66b5d9a0900b0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-464gb-wi-fi-black/","рекомендує цей товар","дисплей, метал, процесор, USB type C, офісні програми, батарея, ціна","неповний переклад прошивки","кілька місяців","Брав виключно з wi-fi та 4 Гб пам'яті в якості ділового помічника, докупив мобільну клавіатуру і... я хочу вам сказати, що офіс на ньому добре йде! Працюю щодня у док-редакторі й екселі - нормально! Усе інше встановлене (ютуб, Інтернет, бізнес-програми, книги, поширенв додатки, деякі іграшки і т.п.) теж літає.
Екран сподобаася своєю якістю, деталізація приємна, засвітів нема.
Батарея тримає 16 годин в офісному використ. або 10 годин відео. Звук хороший."
"Планшет Xiaomi Mi Pad 4 Plus 4/128GB LTE Black","3fabb5e2749e833bda088b4d9284d5e8","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-plus-4128gb-lte-black/","рекомендує цей товар","дуже довго від батареї працює, як при просмотрі відео, так і при іграх, я не особливий ігроман, про фпс і т.п. не скажу нічого, але навіть не знаю скількі він при просмотрі відео працює - я завжди здавався раніше ніж він сідав","один недолік, якщо його так можна назвати - це дінамики розташовані з одного боку, і коли дивишся кино - то вони або зліва або справа, як обернеш, обидва. Звук дуже яркий, гучність супер, але... Отаке ))) Добре що блютуз вухи є","кілька місяців","В цьому таблеті чудове все! Юзаю близько 4 місяців і жодного разу він мене не підвів, не завис, і т.п. Просто чудова штукенція, рекомендую!"
"Планшет Xiaomi Mi Pad 4 4/64GB Wi-Fi Black","72d0f0bcf75e9f3571b66b5d9a0900b0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-4-464gb-wi-fi-black/","рекомендує цей товар","Процесор, ціна, звичний інтерфейс (як на мене). досить тонкі рамки..конкурентів в даному ціновому сегменті просто немає","З дизайну зняв зірочку за розташування стерео динаміків - обидва знизу так шо коли юзаєте планшет в горизонтальному положені обидва динаміки з однієї сторони ..Камера також досить середнячкова (хоча не розумію нашо планшету хороша камера)..таокж є певні незруності з прошивкою оскільки Глобальної на нього поки немає (не впевнений шо і планується) і магазини ставлять різні версії тому уточняйте з магазином при заказі..таокж субєктивний мінус це наявність в магазинах. товар досить рідкісний","кілька місяців","повторюсь. нежважаючі на всі мінуси (про які мені було відомо до покупки планшета) всерівно більш ніж задоволений вибором"
"Планшет Xiaomi Mi Pad 2 2/16GB (Silver)","665ed9df2073d87ca43a4ac6e68e49f0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-silver/","рекомендує цей товар","По-сути I Pad mini на Android. Прошивка глобальная (мультиязычная) работает пока стабильно.Оченьхороший звук!!! Хороший ""дальнобойный"" Wi Fi в обоих диапазонах (2,4 и 5 Ггц).Удивляет стабильность работы видео любых форматов и качества. Наличие Wi Fi Direct на планшете и (желательно) на вашем смартфоне решает проблему с малым объемом памяти - просто проигрываете на планшете контент смартфона....В игры не играю по жизни","Пришлось потратить часов 6-ть на то. чтобы устранить ошибку 963 с PlayMarket","кілька днів",""
"Планшет Xiaomi Mi Pad 2 2/16GB (Gold)","b9ed5a35ae54b2619041f0aa33ecaa48","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-gold/","рекомендує цей товар","Хорошая сборка, типа металл, легкий (даже слишком), отличный экран, очень производительный, приятная цена","Проблемы с прошивкой. Пришлось повозиться, чтобы заработал Маркет (спасибо известному форуму 4PDA). Зато после этого все летает..Нет GPS, что удивляет","кілька днів","Для нишевого использования очень неплох, например ребенку для игр и развлечений, для броузинга сетей и т.п., но отсутствие GPS и GSM некоторым пользователям существенный минус"
"Планшет Xiaomi Mi Pad 2 2/16GB (Gold)","b9ed5a35ae54b2619041f0aa33ecaa48","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-gold/","рекомендує цей товар","Планшет оправдал мои ожидания, сборка великолепная .Тактильные ощущения - супер","Отсутствие разьема для micrjSD","кілька днів",""
"Планшет Xiaomi Mi Pad 2 2/16GB (Gold)","b9ed5a35ae54b2619041f0aa33ecaa48","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-gold/","рекомендує цей товар","Дизайн, экран высокого качества, батарея мощь, быстро заряжается, звук качественный и громкий, пробуждение планшета двойным касанием экрана, камеры супер, микрофон звук передаёт отлично. Видео в онлайне не тормозит","Маловато встроенной памяти, но и это не проблема, есть usb накопитель или облачное хранилище","кілька тижнів",""
"Планшет Xiaomi Mi Pad 2 2/16GB (Gold)","b9ed5a35ae54b2619041f0aa33ecaa48","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-gold/","рекомендує цей товар","Отличный планшет за свои деньги для повседневных задач","Отсутствие официальной международной локализации","кілька тижнів",""
"Планшет Xiaomi Mi Pad 64GB (White)","dbc25b56774fbb829d6fac7dc3c25254","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-64gb-white/","рекомендує цей товар","Все супер, в этой ценовой категории сравнивать не с чем. Аккумулятор, разрешение экрана, 64 ГБ памяти, отличные камеры, быстродействие - все эти параметры конкурируют с дорогими моделями","Попалась модель со слабым микрофоном. Сенсорные кнопки на экране не всегда срабатывают с первого раза","кілька годин",""
"Планшет Xiaomi Mi Pad 2 2/16GB (Silver)","665ed9df2073d87ca43a4ac6e68e49f0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-silver/","не рекомендує цей товар","Дизайн, цена","Всё остальное","кілька годин","Девочка продавала абсолютно новый, мне удалось его подержать в руках минут 10. Впечатление осталось крайне негативное. Красивый дизайн, но ужасный софт. Хотел взять на замену своему китайскому Teclast x80h (на Intel Atom'е, кстати), у которого очень слабая батарея и есть косяки с разъемами, Китай как ни как. Так вот, Teclast x80h за 113 у. е. просто сверх совершенства, если сравнить с Xiaomi Mi Pad 2. Мой Teclast x80h не глючит, не подтормаживает, короче, работает как ракета. А у Xiaomi Mi Pad 2 тормозит абсолютно всё, даже хваленая оболочка miui. Притом, что я его не нагружал, а за 10 минут он прилично нагрелся. Короче, настоятельно не рекомендую к покупке. А если Вы всё же решились купить, то хоть поклацайте конкурентов. И это я еще не успел разглядеть его экран..."
"Планшет Xiaomi Mi Pad 2 2/16GB (Silver)","665ed9df2073d87ca43a4ac6e68e49f0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-silver/","не рекомендує цей товар","теоретично: видатне співвідношення якість/ціна","практично:.miui абсолютно убого..за 12 днів здохло 2 екземпляра(контроллер батареї в першому і хз що в другому), третій не брав, забрав гроші","кілька тижнів",""
"Планшет Xiaomi Mi Pad 64GB (White)","dbc25b56774fbb829d6fac7dc3c25254","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-64gb-white/","рекомендує цей товар","Это планшет - явно одна из лучших моих покупок в 2015-ом году. По деньгам ограничен не был, но не хотелось их выбрасывать впустую. На wirecutter в качестве лучшего андроид-планшета фигурировал NVidia Shield, который является идентичным по начинке Mi Pad. Подержав в руках IPad Mini 3 и Samsung Galaxy Tab S2 8"", решил, что по эргономике и личным ощущениям изделие Xiaomi мне нравится больше. .Не пожалел. Нравится хороший экран, очень большое время жизни и отзывчивость железа. К качеству сборки вообще никаких притензий..В основном использую аппарат для чтения, браузинга в интернете и просмотра видео. .Сразу же покупал фирменный чехол и плёнку на экран..Устройство в целом вызывает ощущение качественной дорогой вещи. Это приятно","Чего хотелось бы, то это самую последнюю версию Android и разблокировку через отпечаток пальца. Этого, планшет, увы лишён. Нет возможности купить докстанцию и чехол с клавиатурой. Но это такое..Что реально раздражает - так это предустановленное ПО, которое навязчиво предлагает какие-то свои услуги вроде очистки от мусора и т.д. Много чего можно отключить, да и кастомные прошивки существуют, но как-то неприятно всё равно","кілька місяців",""
"Планшет Xiaomi Mi Pad 2 2/16GB (Silver)","665ed9df2073d87ca43a4ac6e68e49f0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-2-216gb-silver/","не рекомендує цей товар","Неплохой планшет с отличным дизайном в металлическом корпусе. Тонкий и шустрый. Неплохо держит батарею. Качество дисплея на высшем уровне. Конечно это не Ipad, но и стоит он гораздо дешевле. На свои деньги норм","Мне попался бракованный планшет. После дня пользования я поставил на ночь его просто на стол с 70% зарядки. Утром планшет был отключен. Я поставил его на зарядку на час, но он все равно не включался. Спустя два часа включился. Я отдал его назад в магазин, благо продавцы оказались добрые и забрали без разбирательств. В общем осадок остался. Не понравился интерфейс MIUI 7. Складывается ощущение, что прошивка не доработана: то тут то там проскакивают лаги, приложение Youtube зависает через раз. Сыровата как на меня. Вообщем если есть деньги купите Ipad, ну или Nexus хотя бы","кілька днів",""
"Планшет Xiaomi Mi Pad 16GB (White)","aaf09b82542b40b399097e96d8663be0","https://hotline.ua/ua/computer-planshety/xiaomi-mi-pad-16gb-white/","рекомендує цей товар","Качество сборки, дизайн, экран, MIUI, время автономной работы, производительность, и само устройство по себе","Отсутствие вспышки и модема","кілька місяців",""
