"name","ID","link","recommend","liked","disliked","experience","comment"
"Планшет Samsung Galaxy Tab A9 8/128GB LTE Graphite (SM-X115NZAE)","1ced820d29971042a018633bba353ac7","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9-lte-8128gb-graphite-sm-x115nzae/","рекомендує цей товар","Потужний у бюджетному сегменті Helio G99, 8ГБ оперативної та 128ГБ постійної памяті, Wi-Fi 802.11ac, LTE, металевий корпус","Для когось мінусом може стати скромний як по якості, так і по розмірах TFT екран","кілька місяців","Планшет хоч із TFT дисплеєм невеликої діагоналі (всього 8,7 дюйма) та досить скромною роздільною здатністю - 1340x800, батарея лише 5000mAh, однак легендарний в бюджетному сегменті Helio G99 в поєднанні з 8 ГБ оперативної пам’яті, робить цей планшет компактним, недорогим і достатньо потужним пристроєм по демократичній ціні (в Antutu набирає майже 400 тис. балів)). Є Wi-Fi 802.11ac, в цій моделі теж 4G (є версія дешевша лише з Wi-Fi), Bluetooth версії 5,3. розблокування по обличчю, металевий корпус, камера як для сучасних планшетів нормальна, однак за таку ж суму у смартфоні можна отримати на порядок кращу. Придбав планшет для старшого родича, налаштував, все працює чудово і без зависань, для You Tube та соцмереж – якнайкращий вибір."
"Планшет Samsung Galaxy Tab S9 8/128GB Wi-Fi Beige (SM-X710NZEA)","734567ddc3dc58f39da3e4dfafa7a58c","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-8128gb-wi-fi-beige-sm-x710nzea/","рекомендує цей товар","Чудовий планшет. Обрав своїй дитині, бо в флагмані високі роздільна здатність та частота екрану (чудово для зору, можна довго дивитися з дуже близької відстані), потужність та найменше опромінення","Samsung івська клавіатура поступається тим, де є інструмент-мікрофон для диктування з перетворенням в текст","кілька днів",""
"Планшет Samsung Galaxy Tab A7 Lite 4/64GB Wi-Fi Gray (SM-T220NZAF)","1e8be85ab116a07e727759e0002325ca","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a7-lite-wi-fi-464gb-gray-sm-t220nzaf/","не рекомендує цей товар","Цена, внешний вид, звук","Скорость работы, неремонтопригодность","рік і більше","28 августа 2022 я купил этот планшет. Планшет работал медленно, использовался редко, только для просмотра Ютуба. Спустя 1,5 года планшет перестал включаться. Экран и корпус не поврежден, не падал, не заливался водой, по виду как новый. Зарядка и кабель работает, разъем Type-C не поврежден. Планшет сдал в авторизированный сервисный центр Самсунг. Через 3 дня мне позвонили и сказали, что не работает плата и ремонт будет стоить 5500 грн, при том, что на данный момент такой планшет стоит в магазине 5000-5999 грн, в других магазинах он стоит около грн. Таким образом сервис центр от меня требует плату, большую по стоимости нового планшета. Т.е. Самсунг выпускает планшеты, которые через 1,5 года надо выбросить в мусор, поскольку ремонт не имеет смысла. Мне не понятна политика компании Самсунг, больше планшеты Самсунг покупать не буду."
"Планшет Samsung Galaxy Tab S7 FE 4/64GB Wi-Fi Silver (SM-T733NZSA)","05d84a590614ac08fa8f2314e47c8d0e","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-wi-fi-silver-sm-t733nzsa/","рекомендує цей товар","Хороший екран, хороша автономність, собівартість","Не найкращі камери","кілька місяців","Купував планшет дитині для саморозвитку її талантів. Функціонал планшету повністю відповідає потребам які я на нього покладав. Великий і соковитий екран, швидка віддача рухів через стилус, хороша автономність та розумний бюджет. Усе це акумулювалось у цьому планшеті. З мінусів планшету можна відзначити лише посередню якість обох камер, але це не найголовніше в планшеті такого типу)
Загалом він на 5/5 для тих хто буде на ньому займатися професійною діяльністю в art дизайні і тп!"
"Планшет Samsung Galaxy Tab S7 FE 4/64GB LTE Black (SM-T735NZKA)","0954491ab8cbeb59a9c9e20e7fcd4569","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-lte-black-sm-t735nzka/","рекомендує цей товар","Швидкість, стилус, екран","Чорний колір","кілька тижнів","Кілька тижнів тому видали на роботі для деяких завдань на виїзді. Став електронним помічником , з рук не випускаю.
Що сподобалося:
1. Екран бімба, яскравість, якість, стійкість до подряпин на вищому рівні.
2. Цілком покриває потреби за робочим об'ємом з усім логістичним софтом. 
3. Перестав мучити свій смартфон, планшет краще для роботи виявився в рази.
4. Батарейки вистачає на 2-3 дні дуже активного користування, нц це в мене так, у колеги взагалі раз на тиждень заряджає.
5. Стилус якісний,  приємно працювати, екран краще реагує і немає бруду, не треба терти постійно.
6. Якщо поклеїти скло і взяти нормальний чохол то буде служити роками, фірмова річ.

Що не сподобалося:
1) чорний корпус трохи маркий, але то моя експлуатація може така, я би взяв собі щось світліше бо іноді в сумці в мене губиться.
2) ціна, якщо собі купляти то жаба давить але те що видали на роботі то наче і нормально,  не з власної кишені куплене.

Загалом рекомендую гарний планшет із збалансованих комплектуючих, що просто працює і працює."
"Планшет Samsung Galaxy Tab A9+ 4/64GB Wi-Fi Graphite (SM-X210NZAA)","02993dfe71c95dd39f4c639fea525c78","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a9plus-wi-fi-464gb-graphite-sm-x210nzaa/","не рекомендує цей товар","оф версия для Украины, надежда на обнову и улучшения аккумулятора и быстроты но вряд ли улучшат.звучание чистое и сочное.в руках удобный","слегка подтормаживает.5 часов просмотра видео это слишком мало и это сред яркость, а через год вытянет 3 часа, через два час поработает и сдохнет и 8 тыч грн в трубу.жалею что не взял леново .экран тусклый при макс яркости.гнездо под наушники посередине ой как неудобно если кабель короткий и напостой мелькает.не стоит своих 7800 грн, можно китайца взять дешевле и лучшими параметрами","кілька тижнів","думаю возвращать!
покупка не устраивает!"
"Планшет Samsung Galaxy Tab S9 FE Plus Wi-Fi 8/128GB Ocean Green (SM-X610NLGA)","a190e227c98d7a445b01c54aca84eff6","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-fe-plus-wi-fi-8128gb-ocean-green-sm-x610nlga/","рекомендує цей товар","Дизайн, захист від води та пилу за стандартом IP68, дисплей із частотою оновлення 90 Гц, комплектне перо S Pen, швидкодія, непогана автономність","Платформа без запасу швидкості на майбутне, дуже посередні камери","кілька місяців","Samsung Galaxy Tab S9 FE Plus із комплектним пером S Pen, захистом від води та пилу за стандартом IP68, хорошим екраном та достатнім для більшості завдань рівнем швидкодії. Втім, платформа планшета не забезпечить запас швидкості на майбутнє, як наприклад у флагманських моделей лінійки Tab S9, правда і ціна тут нижча, але все рівно рекомендую"
"Планшет Samsung Galaxy Tab S8 Ultra 14.6 12/256GB 5G Dark Grey (SM-X906BZAE)","19238c122965f1617879d1f84944179d","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s8-ultra-146-12256gb-5g-dark-grey-sm-x906bzae/","рекомендує цей товар","залізо.- розмір дисплею.- наявність стилусу.- функціональність","автономність.- виріз під фронтальні камери.- відсутність вологозахисту","кілька місяців","Як на мене - ідеальний планшет за свої гроші. Має абсолютну більшість зручних функцій як для такого розміру дисплею, плюс вбудований Dex, який працює навіть на самому планшеті, без підключення до монітора. Насправді, це такий собі моноблок з ноутбучними можливостями, особливо якщо підключити клавіатуру і мишу. 
Альтернатив в цій діагоналі серед планшетів на ARM зараз годі і шукати. А завдяки реально великій кількості фіч в системі - це просто заміна лептопу на 98%."
"Планшет Samsung Galaxy Tab S9 FE Plus Wi-Fi 8/128GB Lavender (SM-X610NLIA)","255269a21b3fe2d5bcec3b0f29184eb7","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-fe-plus-wi-fi-8128gb-lavender-sm-x610nlia/","рекомендує цей товар","Дизайн, захист від води та пилу за стандартом IP68, комплектне перо S Pen, достатня для більшості завдань швидкодія, автономність","Ціна, камери","кілька днів","Це такий собі Android-планшет із комплектним пером S Pen, захистом від води та пилу за стандартом IP68, гарним екраном та достатнім для більшості завдань рівнем швидкодії. Втім, платформа планшета не забезпечить запас швидкості на майбутнє, як у флагманських моделей лінійки та й ціна тут зовсім не демократична"
"Планшет Samsung Galaxy Tab A8 10.5 4/64GB Wi-Fi Dark Grey (SM-X200NZAE)","c0afd90c3316fbb857cc0fd0a16d131c","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a8-105-464gb-wi-fi-dark-grey-sm-x200nzae/","рекомендує цей товар","дизайн, гучність динаміків","доволі забалансований ""ніякий"" девайс","кілька годин","з коробки вже був Android 13 та OneUI 5.1.1
вільного місця на флеш-диску не то шоб і багато - 46,8GB
Подвійним тапом по екрану прокидається/засинає.
підтримує якийсь QC  9V/1.67A(15W) від Type-A, то ж якістю шнурів особливо можна буде не перейматись, але комплектна зарядка вміє лише 5V/1.5A
в налаштуваннях є ""захист акумулятора"", коли заряд обмежується до 85%, що дає змогу під'єднати планшета десь в авто до бортової мережі в режимі 24/7.
Гучність динаміків більш ніж достатня, навіть для вулиці. 
Екран наче і IPS, але при нахилах картинка дуже швидко втрачає яскравість, суб'єктивно при куті в 45 вже неприємно дивитись; можливо це завдяки невеликій діагоналі такий ефект.
Якійсь аномально повільний Блютуз: файл 15.4МБ на планшет копіювався 8хвилин (це швидкість біля 32кБ/с), зазвичай подібні копіювання в мене йдуть зі швидкістю 150-160кБ/с
YouTube у FullHD@60fps тягне без дропів лише у vp9 кодеку (при цьому інтерфейс штаного Samsung-браузера підтуплює)
Якщо відео викладене у AV1 - то FullHD@60fps вже сипе дропами постійно.
Основна камера - хіба що для технічних робіт (документ сфотографувати), на фото сторінка А5 формату, похмурий зимовий день; навіть при вимкненій ""оптимізації"" видно багато фільтрів
в темряві дуже швидко сліпне і губить фокус. На шось розраховувати можна хоча б при кімнатному гарному освітленні.
відео вміє в HEVC записувати (11.8 Mb/s).
фото папірця А5 з текстом на вулиці (для розуміння роздільної здатності)
фото папірця А5 в хатньому освітленні
фото з основної камери на вулиці (зимою опівдні)
фото з фронтальної (селфі) камери на вулиці (зимою опівдні)

не знаю чи залишить EXIF-и сайт взагалі на фото, але як інфо: в IXIF скинув лише GPS координати, інше рідне."
"Планшет Samsung Galaxy Tab S9 FE 5G 6/128GB Ocean Green (SM-X516BLGA)","224adaa20534b3501e739510c2f2e6b5","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s9-fe-5g-6128gb-ocean-green-sm-x516blga/","рекомендує цей товар","защита IP68;.алюминиевый корпус;.Wi-Fi 6(ax);.поддержка физической sim карты и eSim карты;.поддержка microSD до 1 ТБ;.совместимый слот SIM карты и microSD;.сканер отпечатков пальцев дающий возможность входить без пароля в приложения;.фирменная оболочка One UI, которая поддерживает dual apps и защищенную папку (папка Knox);.насыщенные цвета экрана;.хороший и громкий звук;.интересное приложение Daily Board (вроде Always On Display) которое работает во время зарядки","отсутствие олефобного покрытия.отсутствие вспышки;.платные офисные программы (доступны только для чтения файлов);.программа для заметок GoodNotes не работает на территории Украины, вместо нее предлагают пользоваться Samsung Notes..есть некоторые незначительные ""глюки"", которые надеюсь исчезнуть при дальнейших обновлениях;.при использовании Google Board блютуз клавиатура печатает только на латинице","кілька тижнів","Цвет производителем заявлен как мятный, но он ближе к бирюзовому. Также хочу отметить, что по умолчанию в настройке Wi-Fi есть пункт «сеть с лимитным подключением» нужно выбрать «безлимитное подключение». (Этот пункт по умолчанию ограничивал скорость)
В общем, планшет оставляет хорошие впечатления. Надеюсь, что планшет будет работать долго без ""глюков"".

P.S. Конкурентом может быть Xiaomi Pad 6 у него процессор Qualcomm Snapdragon 870, экран с обновлением 144 Гц, но нет поддержки sim карты/ или eSim, не имеет слота для microSD, нет сканера отпечатка пальцев.

Итоговая оценка 5-"
"Планшет Samsung Galaxy Tab A8 10.5 4/64GB LTE Dark Grey (SM-X205NZAE)","90f65845c85d08731895ca6785882d8b","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-a8-105-464gb-lte-dark-grey-sm-x205nzae/","рекомендує цей товар","Дизайн.Швидкість роботи.Простота","","кілька місяців","Планшет зручний, швидко працює, фото та відео виходять гарної якості, довго тримає заряд, має гарний дизайн."
"Планшет Samsung Galaxy Tab S7 FE 4/64GB Wi-Fi Black (SM-T733NZKA)","22e47cd696989074f954082fa235a5be","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-wi-fi-black-sm-t733nzka/","рекомендує цей товар","Бренд, якість, дизайн, продуктивність, стілус в комплекті, звук, режим DeX, автономність","Ціна, відсутність адаптованого софту для планшетів","кілька місяців","Головною проблемою Android-планшетів я вважаю відсутність спеціального софту для них, адже користувач по суті отримує смартфонну оболонку, розтягнуту на великий екран. Більше того, багато програм не підтримують планшетний режим, що негативно впливає на досвід взаємодії із пристроєм. Не можна назвати Galaxy Tab S7 FE повноцінною заміною ноутбука. Він може бути корисним доповненням для вашої екосистеми пристроїв, нехай і недешевим. Планшет підкуповує своєю портативністю, але під час роботи доведеться йти на компроміси у вигляді відсутності звичного софту та компактнішої клавіатури. Для відпочинку девайс зручний, але знову ж таки виникають питання в доцільності його покупки, якщо у вас є смартфон і ноутбук. Зрештою Galaxy Tab S7 FE - це відмінний пристрій з погляду заліза, цінність якого зменшується через відсутність софту під планшети"
"Планшет Samsung Galaxy Tab S7 FE 4/64GB LTE Black (SM-T735NZKA)","0954491ab8cbeb59a9c9e20e7fcd4569","https://hotline.ua/ua/computer-planshety/samsung-galaxy-tab-s7-fe-464gb-lte-black-sm-t735nzka/","рекомендує цей товар","Потужний, функціональний девайс","Через два роки використання батарея втратила половину ємності","рік і більше","Це вже другий мій планшет від компані Samsung. Перший брав ще у далекому 2014 році. Враження від користування ним у мене лишились суто позитивні (якщо не враховувати проблеми з контролером живлення, які оперативно виправили по гарантії у сервісному центрі). Після того ні разу не виникало необхідності носити його на ремонт (а він ще й досі працює). Так ось, трохи відійшов від теми.
 Брав цей девайс у 2021 році. Як очікувалось, девайс за ці гроші був шикарний. Швидкий в роботі, куча корисного функціоналу, ще й стилус в комплекті. Це взагалі казка. Навіть і зараз, коли пройшло майже два роки, він повністю і з хвостиком покриває усі мої потреби. Якість виконання корпусу, скло екрану - на висоті. За весь час користування без чохла та захисної плівки/скла - на корпус посадив декілька дрібних подряпин, а скло чисте, як після покупки. Щодо швидкодії - все працює досить добре. Глюків та зависань за весь час не спостерігав. Єдине що з незручності - вага. 600 грамів тримати тривалий час - трохи некомфортно) 
 Про батарею скажу окреме слово. Після покупки я заряджав його рази два на тиждень, при активному користуванні. Але останнім часом помітив, що вона почала швидше розряджатись. Перевіривши ємність за допомогою програмки devcheck, був неприємно здивований. Вона впала майже вдвічі. Тепер у мене стоїть питання по заміні планшета, або батареї."
