"name","ID","link","recommend","liked","disliked","experience","comment"
"Смартфон Google Pixel 8 Pro 12/256GB Porcelain","78d1117ad4e5e9dbff8e0776237d98c7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-8-pro-12256gb-porcelain/","рекомендує цей товар","Дизайн, якість матеріалів і збірки, швидкодія, екран, камери","В нашому регіоні не працює фірмовий VPN від google, телефон тактильно дуже класний, але все ж надто слизький, щоб носити без чохла","кілька місяців","Я в ігри на телефоні не граю, тому про це ані слова сказати не зможу. З іншого боку - активно користуюся соц мережами, месенджерами, люблю щось фотографувати, тому цю частину описати зможу. Отже, постараюся якось згрупувати по умовним категоріям.
Продуктивність:
На типові задачі типу месенджерів, ютюб, нетфлікс та ін. подібне вистачає з головою. Все літає без питань, додатки висять в пам'яті, не вигружаються, інтерфейс і всі стандартні функції працюють ідеально. 
Камера: 
Ну, тут думаю все й так зрозуміло - камера шикарна. У моєї дівчини Pixel 7 і навіть у порівнянні з ним і фото і відео відчутно якісніші, хоча не без певних ""але"". Перше але: перемикання об'єктів відбувається з певним ривком, не плавно. Може ще пофіксять, бо оновлення приходять регулярно, та й не сказав би що це прям критично, але хотілося б трошки більшої плавності, чи скоріше ""безшовності"". Друге але:  На жаль у камери не передбачений режим чайника. Тобто приставка pro в назві телефонна не просто тому, що він трошки технічно крутіший. Камера дає можливість виставляти діафрагму, витримку, iso, фіксувати фокусну відстань і ще багато чого і це реально КРУТО!!! Мені ці всі слова не страшні і я часто цим користуюся, АЛЕ! Бувають випадки, коли ти просто хочеш дістати телефон і зробити фотку, так от у pixel 7 ти можеш прямо підчас зйомки порухати 3 ползуночка на екрані і зробити непоганий швидкий знімок, а от 8 pro такої прям простої і швидкої можливості не дає, потрібно думати над складними налаштуваннями, як саме їх підкрутити в конкретній складній сцені, або сподіватися, що штучний інтелект сам підкрутить фотку. 
Окремо відзначу відео. Воно і без додаткової обробки класне, плавне, без шумів при нормальному освітленні, але шуми іноді можуть бути при вечірній/нічній зйомці і тут допоможе нова функція ""покращення відео"", яка заливає відео на сервери Гугл і через деякий час ви отримуєте оброблене відео на ваш пристрій. Це просто шикарна функція! Відео виходить прям ВАУ! Відзначу, що у цьому є сенс тільки коли дійсно темно. Якщо це відео у вечірньому кафе, де приглушене світло, але освітлення більш-менш є - ці всі маніпуляції не потрібні, відео і так буде чудовим.
Екран:
Раніше не купував флагманські смартфони і не дуже розумів, чому на екрані не рідко роблять такий акцент. Тепер зрозумів. У порівнянні з Pixel 7 різниця на стільки велика, що мені тепер не комфортно брати Pixel 7 в руки. Користуватись телефоном за рахунок його екрану суцільне задоволення.
Додатково:
 - термометр прикольна штука і я навіть іноді користуюся, але якби його не було я б не помітив
 - можна генерувати за допомогою AI шпалери для екрану під настрій прямо на телефоні. Це прикольна функція, в яку не рідко із задоволенням залипаю.Функція має один недолік - шпалери не можна скачати, можна тільки встановити фоном основного екрану чи екрану блокування. Якщо ти це зробив - воно будуть збережені в бібліотеці додатку, інакше - просто зникнуть і нові згенеровані шпалери вже будуть виглядати трошки інакше навіть за тим самим запитом. 
 - розблокування по обличчю працює чудово. Фронталка має автофокус, тому навіть при поганому освітленні все працює і прям дуже рідкісний кейс, коли потрібен відбиток, який до речі теж працює чудово.
 - фірмовий VPN від гугл на жаль не працює в нашому регіоні =( Це був неприємний сюрприз. 
 - користуюсь українським інтерфейсом телефону і щоб увімкнути голосовий асистент довелось добряче погратись, бо українську він не розуміє. Доводиться спілкуватись з ним англійською. 
 - нещодавно з оновленням додали можливість використовувати телефон як вебку для ПК, або ноутбука, якщо він має Type-C роз'єм. Може для більшості це не критично, але якщо у вас купа робочих дзвінків і важливо добре виглядати - це прям ТОП функція!
***
Підсумовуючи - я від телефону в захваті. Він реально кайфовий. Ложку дьогтю додає лише обмеження на використання фірмового VPN для нашого регіону, що абсолютно мені не зрозуміло, адже можна було додати якийсь дисклеймер типу ""через віддаленість серверів сервіс може працювати не стабільно у вашому регіоні"", та й усе, але маємо що маємо."
"Смартфон Google Pixel 8 Pro 12/256GB Porcelain","78d1117ad4e5e9dbff8e0776237d98c7","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-8-pro-12256gb-porcelain/","рекомендує цей товар","Дизайн, камера, оболочка, скорость работы","Нечего сказать","кілька місяців","Пользуюсь данным аппаратом в цвете порцелян на 256гб около двух месяцев, за это время только положительные впечатления, прошлый аппарат был 1+ 7 про.
Сочный экран, шустрая оболочка со всякими шишечками, отличная камера (пара примеров прикреплю), батарейка в целом неплохая, у меня получается около 6-7 часов работы экрана на полном заряде.
Девайсом доволен, могу рекомендовать, в этот раз гугл наконец-то выпустили красивый, допиленный аппарат"
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","рекомендує цей товар","Автономність(після оновлення), робота камери, дизайн та швидкість роботи системи(+оновлення довгий період","Ширина(не зовсім компакт), на камеру були сподівання більші","кілька місяців","Все ж 8й буде доведеним до ідеалу(компактнішим та продуктивнішим)"
"Смартфон Google Pixel 8 8/256GB Obsidian","732b328794df746cba88ea3387cd6dd6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-8-8256gb-obsidian/","рекомендує цей товар","Дизайн.Чистий андроїд.Підтримка до 2030 року.Камера (Фото та відео).Функції ШІ в додатку ""Гугл Фото"".Ергономіка(Дуже зручно керувати однією рукою).Екран (120Гц після 60 як небо та земля, а якість картинки просто шикарна).Кнопка ввімкнення над кнопками гучності виявилась зручнішим варіантом ніж стандартний, але довелось звикати","Автономність(суб'єктивно, при активному користуванні доводиться заряджати 1-2 рази на день, але при більш лояльному має вистачати на весь день).Сильно збирає відбитки ззаду.27W зарядка, хотілось б за цю ціну більше, але теж достатньо швидко.Маючи той ж модуль камери що й 8 про, знімає гірше через програмне обмеження ""Корпорації Добра","кілька тижнів","Рекомендую до покупки, краще серед андроїд телефонів за цю ціну немає. Порівняно з старим Сяомі 8 про це реально пушка, плавний 120 Гц екран з прекрасною картинкою, дивитись з нього відео дуже приємно. Також дуже великий запас яскравості, в квартирі не ставлю більше 10%, бо починає сліпити. Звук хороший. Якість фото та відео для мене ідеальні, звісно є краще, але й коштують вони значно більше (Хіба 8 про трохи дорожче)."
"Смартфон Google Pixel 8 8/256GB Obsidian","732b328794df746cba88ea3387cd6dd6","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-8-8256gb-obsidian/","рекомендує цей товар","Габарити та вага;.Дизайн;.ОС;.Автономність;.Камери;.Динаміки;.Екран 120Гц","В якихось моментах 120Гц можуть просідати, це стосується певних місць в системі та застосунків;.Глянцева задня спинка;.Важче підібрати захисне скло, через легкі скруглення екрану","кілька місяців","Не дивлячись на незначні недоліки, даний піксель все ж дуже приємний у користуванні.
Більш детально розповів у відео"
"Смартфон Google Pixel 6a 6/128GB Chalk","408235a3971356529c03f3bfc60720d8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6a-6128gb-chalk-white/","рекомендує цей товар","Сподобалось швидкість роботи інтерфейсу ( дуже все плавно і швидко відкривається ) .За таку ціну це напевно найпотужніший смартфон .Камера і запис відео за таку вартість  це найкраще що може бути . 5 років оновлення андроїд уже 14 прилетів . Акумулятора цілий день активного користування хватає 6-8 годин екрану. Вібрація дуже сподобалося. Екран супер , можливо не хватає яскравості на дворі у сонячний день . 60 герц норм , 90-120 не користувався . Чистий андроїд із фішками пікселя . Компактний добре лежить у руці","Не сподобалося покриття мережі , якщо у маленькому місті або селі жити на дворі проблем немає , в приміщенні можуть перериватись дзвінки. У великих містах проблем не було . Перед піксельом був ксіомі мі9т , ловив мережу краще . Датчик освітлення  при розмові може  не гаснути екран він розташований нижче фронтальної камери , звикається","кілька місяців","Однозначно рекомендую . Дуже класний смартфон за свою ціну ."
"Смартфон Google Pixel 8 8/128GB Obsidian","c198418e35440efa905c24fa15b1e6f8","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-8-8128gb-obsidian/","рекомендує цей товар","На мій погляд один з кращих андроїд смартфонів на сьогодні","Не має зум камери","кілька днів","Якщо нормальна ціна можна брати"
"Смартфон Google Pixel 7a 8/128GB Charcoal","f8372711d8cf1d49121f53aa12a71efc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7a-8128gb-charcoal/","рекомендує цей товар","Дизайн, екран, швидкість роботи, камера, андроїд 14. тривалість роботи, розблокування по лицю","Сканер відбитку пальців.  Відсутність microSD, 3.5 jack. глянцева задня кришка","кілька тижнів","Відносно мого старого pixel 5a цей прямо літає(і я спочатку не зрозумів навіть, що в мене не включено 90ГЦ), камеру значно покращили, вона тепер так не тупить як на 5а і відео записує краще і без проблем з нагрівом, в цілому плюси нового андроїда залишилися для мене ті самі (тай не нагруженість системи непотрібними додатками) і проблеми з цією білою смугою знизу екрану тіж. Заряду акумулятора мені приблизно стає на два дні поки (в мене в сердньому виходить ~10 годин, почекаю можливо з часом система краще адаптується і він буде жити довше). Сканер відбитку пальців як на мене це найбільша проблема цього смартфону, з захисним склом глючить дуже сильно, десь за день трапляється що тупо неможу розблокувати який би палець не поклав. Задня кришка заляпується капітально, видно всі сліди від рук чому не зробии матовою, загадка, забрали функцію натиснути кнопку живлення і збільшення гучності, щоб включити вібро режим(або без звучний, дивлячись як налаштували). Але в цілому я задоволений данним смартфоном недивлячись на вище описані мінуси."
"Смартфон Google Pixel 7a 8/128GB Charcoal","f8372711d8cf1d49121f53aa12a71efc","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7a-8128gb-charcoal/","не рекомендує цей товар","Камера, швидкість, приємно тримати в руках","Екран, батарея, чистий андроїд, сканер відбитку пальця, не можна вимкнути звук камери, немає Always On Display","кілька днів","Перед цим користувався айфонами і топовими самсунгами і вони мені сподобалися більше. 
Екран, порівняно з моїм попереднім досвідом, виглядає дуже погано - відео на ютубі дивитися відверто неприємно. Батарея утікає набагато швидше ніж я очікував. 
У чистого андроїда є кілька плюсів - дуже швидкий і немає різного предвстановленного шлаку але користуватися їм незручно. 
На дотик приємний і дизайн мені сподобався. До звуку та звʼязку у мене ніяких питань не виникло. Підекранним сканером відбитку пальця майже неможливо користуватися - він не спрацьовує якщо пальці занадто сухі або вологі. 
Дуже неприємно здивувала неможливість робити фото без звуку. Не те щоб мені потрібно було знімати людей без їх згоди, але я хочу мати вибір і можливість налаштувати телефон так як мені зручно. 
Єдиний реальний плюс для мене - це якість фото особливо при контровому світлі, на мою думку піксель робить такі знімки краще будь-якого іншого телефона."
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","не рекомендує цей товар","Чистий Андроїд,швидкодія,камера","Процесор","кілька місяців","Ахілесова п'ята Pixel шостого та сьомого поколінь це процесор Google Tensor(а насправді Samsung Exynos).
Періодичний відвал мобільного зв'язку який лікується тільки перезавантаженням смартфона.Це давня і на жаль як виявляється невиліковна проблема цих проців."
"Смартфон Google Pixel 6 Pro 12/128GB Stormy Black","cc74ee8f6d0e1dd8c0568cac2627bd8b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-pro-12128gb-stormy-black/","рекомендує цей товар","Мобілізований зв'язок тут набагато краще ніж був у pixel4xl, 6pro ловить навіть у метро(київстар,мтс). Процесор нагріваеться не настільки сильно як кажуть це мало помітно. Дизайн набагато краще ніж у конкурентів та у яблок..Автономность мене влаштовує не бачу проблеми поставити на зарядку на протягом дня. Камера мене влаштовує, якщо щось серезне знімати я беру камеру Sony a7","Не можна використовувати карту пам'яті","кілька місяців","Це краща заміна pixel 4 xl"
"Смартфон Google Pixel 5 8/128GB Sorta Sage","0707aae9c7f28a9ac105b00826615a50","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-5-8128gb-sorta-sage/","рекомендує цей товар","Дизайн, одинакові рамки,легкий.Безглючність.Камера.Оновлення системи + безпека","Звук з динаміку вище середнього, але не топовий","рік і більше","В серпні 23 року поступається по якості фото можливо Самсунг S23 ультра і новим пікселям про. Pixel5 не для важких ігор, все інше зроблено на дуже високому рівні."
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","рекомендує цей товар","Дизайн, крутий бренд, просто чудова камера за ці гроші, підтримка оновлень до жовтня 2025","Комплектація, при дзвінку, перша секунда чути писк чи шум, але потім такої проблеми немає, сильно гріється при оновленні, але потім такого нагріва немає, в цілому тепленький телефон","кілька днів","Смартфон Google Pixel 7 відзначається своєю передовою технологією та вражаючим функціоналом. Я придбав модель з об'ємом пам'яті 8 ГБ та внутрішньою пам'яттю 128 ГБ, що забезпечує достатньо простору для зберігання фотографій, відео та даних.
Один з головних плюсів цього смартфона - це його камера. Результати фотографування за допомогою камери Google Pixel 7 просто захоплюють дух. Завдяки високоякісним оптичним компонентам та вдосконаленому програмному забезпеченню, фотографії виходять надзвичайно чіткими, з відмінними деталями та насиченими кольорами. Функція нічного режиму дозволяє отримувати вражаючі знімки навіть у поганих освітлених умовах.
Дизайн смартфона Google Pixel 7 також заслуговує на похвалу. Оболонка з міцного матеріалу Obsidian має елегантний і стильний вигляд (з двох сторін скло). Компактні розміри та легка вага роблять його зручним у використанні і підходять для щоденного носіння.
Щодо продуктивності, смартфон Google Pixel 7 працює швидко та ефективно завдяки потужному процесору та оптимізованому програмному забезпеченню. Інтерфейс користувача чистий, простий у використанні та має безліч корисних функцій. АЛЕ, це не ігровий смартфон, аналоги зі снепдрагоном будуть почувати себе в іграх краще.
До недоліків я би віднес не самий ""товстий"" акумулятор, смартфон тепленький при використуванні, але з чохлом піде. Про ефект шиму писати не буду, це ви і самі повинні знати. Далі, що не зовсім сподобалось, що при дзвінку, перша секунда чути писк чи шум, але потім такої проблеми немає. Але зв'язок піде, друг сказав, що порівнюючи з телеграмом звук мікрофона став начебто гірше, але чутно (оператор ""Київстар""). Комплектація трохи сумна: кабель, перехідник та скріпка. А так цікавий телефон, має купу функціоналу, але деякий з нього працює лише с англомовним інтерфейсом. Використовую декілька днів, але рекомендувати можу!"
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","рекомендує цей товар","Цікавий дизайн, камера добре знімає, працює довго батарея, швидки","немає","кілька тижнів","Мені подобається дизайн, сучасний вигляд, добре і якісно фотографує камера, батарея тримає доволі довго, сам по собі швидкий і не підвисає, єкран доволі яскравий, рекомендую до купівлі."
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","не рекомендує цей товар","Сподіваюсь, з камерою проблем не буде","Фіаско цього дівайсу - дісплей, що має жовтий відтінок. Причина - metametric failure (пов'язано з тим, як Гугл встановлює точку білого для OLED","кілька днів","Будьте готові випробувати 6 способів позбутися жовтоватого відтінку, що гуляють інтернетом. Після чого дійти до висновку, що треба забути про гарантію, бо встановлення стороннього ПО для корекції помилки, яку Гугл вперто не визнає, потребуватиме рут-доступу."
"Смартфон Google Pixel 6 Pro 12/256GB Stormy Black","8dff9d61668120233eb7eaa7c5432816","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-pro-12256gb-stormy-black/","рекомендує цей товар","Камера.Дизайн .Экран (яркий, но не сильно).Закруглённый экран (для меня +, свайпы наше всё","Батарея.Связь","кілька тижнів","Перешёл с Xiaomi Mi 10 8/256, взял этим летом за 13к с доставкой из США. Был выбор между 7 Pro либо 6 Pro, изменений в семёрке не существенные, но цена отличается довольно сильно.
Сразу что бросилось в сравнении с Mi 10, отсутствие тормозов, дерганая анимация (при том что тот также флагман + 90hz), оболочка понравилась, все довольно минималистично + много мелких фишек то чего нету в Xiaomi. Связь хромает немного где-то на 20%, модемы Qualcomm всё же поинтереснее. Батарея хоть и 5000, но на 1.5 суток не хватает (сказывается первое поколение Tensor manufacturing by Samsung). Вибро и звук вполне годные, низкие не так много, но пойдет. Камера тут самый ""сок"", одно из достоинств смартфона.
Итог рекомендую к приобретению, Pro в случай камеры + пару фишек, а так достойные обычные 6ки и 7ки.
P.S. Закинул фото зарядного блока, часто продают подделки, надеюсь кому-нибудь пригодится:)"
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","рекомендує цей товар","Качество фото (даже на фоне солнца или при плохом освещении фото супер);.Скорость работы (новые приложения устанавливаются за несколько секунд);.Реверсивная зарядка (многих удивляет эта функция, не все о ней знают);.Быстрая зарядка (за 10 минут набирает 15-20%), использую блочек Samsung на 25W;.Разблокировка по отпечатку пальца работает идеально","Для хорошего видео нужно хорошее освещение, при плохом освещении или вечером получается просто акварель, а темные участки зашумлены;.Тусклый экран (на Самсунге А3 2017 яркость всегда стояла на 70-80%, тут всегда выкручена на 100%, но все равно тускло, на улице под солнцем ничего не видно); .Заметно разряжается сам по себе (за ночь на 20-30% при выключенных интернетах);.Слишком однообразные мелодии уведомлений (на Самсунге мелодий было штук 15 и все разные, а тут несколько десятков и многие звучат вообще один в один);.Распознание по лицу срабатывает через раз, а в вечернее время или при плохом освещении вообще не узнает","кілька місяців","Софт довольно глючный, хоть и голый андроид. При удалении фото телефон каждый раз подвисает на 3-5 сек, обновления гугл-фото не помогли. Умная зарядка по факту не работает, вечером ставлю на зарядку, пишет телефон будет заряжен на 80% к 8 утра (по будильнику), по факту через час он уже полностью заряжен. NFC часто не срабатывает, нужно перезагружать телефон."
"Смартфон Google Pixel 5a 5G 6/128GB Mostly Black","d4d1bebe615bd1824ca7e60d37b6a7cf","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-5a-5g-6128gb-mostly-black/","рекомендує цей товар","Матеріал корпусу, на мою думку, хороший матовий пластик краще любого скла. Розташування клавіш включення і регулювання гучності. Більшість каже, що таке розташування не зручне, але, як на мене, в самий раз, не треба кожен раз кудись тягнутися, щоб відрегулювати звук. Можливість включити ліхтарик і виключити його постукуванням по задній кришці. Андроїд 12/13, доволі зручно перобили шторку, тай підхід пікселя до material you мені сподобався більше, ніж на самсунзі. Час автономної роботи дуже сильно порадував мене. Дзвінки, музика на блютуз навушниках, відео на ютубі, месенджери, пошта і так по дрібноті, виходить в середньому десь 11-12 годин роботи екрану, чого мені ставало на два дні повноцінної роботи смартфону. Зручна система. Сканер відбитків пальців швидкий і з ним проблем немає. По нагріву телефон прямо чудовий, бо в моєму використанні я ні разу не відчував його тепленьким чи гарячим, як було постійно з Samsung S20. Простота конструкції (мається наувазі, що його просто розбирати самотужки","Відсутність microSD карти. Відсутність можливості забрати нижню білу лінію при керуванні жестами. Неможливість змінити пошуковий браузер (той, що постійнно закріплений на головному екрані). Довга зарядка, яка триває приблизно 2 години (не критично, але не міг не додати в мінуси). Швидкість роботи камери, довго обробляє знімки і, якщо доволі довго щось фотографувати, додаток починає глючити. Відсутність ручного режиму зйомки. Як на мене, чи то йому оперативки не стає, чи то я забагато чого тримаю відкритим, але часто він все тупо з оперативки викидає..Ще якась така собі фарба на металевій рамці камери, в мене чомусь облазити почала (фото прикріплю нижче","рік і більше","Екран, як на мене, середній. Хотілося ще додати на рахунок розбірки. Розбив я екран був недавно тай шукав як і де замінити і натрапив на те, що з США можна на сайті Ifixit замовити оригінальний дисплей з інструментами за 100 доларів, але це у випадку саме цієї моделі, бо вона продавалася тільки на ринку Японії і США, а до інших моделей смартфона можна замовити з європейської версії сайту (там, окрім Європи, є ще Німечинна, Франція і ще щось) і самостійно полагодити екран. На сайті пропонується інструкція для того, як замінити дисплей і завдяки конструкції це робиться швидко і вдвічі дешевше, ніж нести в якийсь сервіс чи купляти запчастини не зрозуміло в кого і що. В загальному, я можу рекомендувати пристрої гугл тільки завдяки тому, що можна самостійно замовити комплектуючи з сайту Ifixit і самостійно провести ремонт (правда це на свій страх і ризик тай не зрозуміло як тоді з вологозахистом після проклейки, але якщо провести його правильно, то смартфон, якщо був куплений офіційно в гугл, як я читав, навіть не втрачає своєї гарантії, якщо когось цікавить, то почитайте про право на ремонт в США і про те, як Ifixit з Google уклали договір).
І тепер нарешті про смартфон. В загальному, смартфоном дуже задоволений і всім рекомендую попри озвученні вище мінуси. Смартфон чудовий і точно прослужить не один рік, так камера середня і, в порівнняні з S20, якось слабенька, но на то він і середнячок. Швидкість роботи хороша, вібровідгук чудовий, 3.5 мм джек не може не радувати в такі часи, тай операційна систама своїми фішками, тай свіжий андроїд в новому дизайні ну дуже на ньому радують. Правда, доволі складно в нас тут знайти нормальні чохли на нього чи в китайців, а оригінальні силіконові по якості як китайські. Але, дивлячись на наступні смартфони гугл, я не можу сказати з впевнненістю, що наступний мій смартфон буде від цього бренду, проте поживем побачим. Телефон вийшов непоганим і я на основі свого особистого досвіду можу його рекомендувати."
"Смартфон Google Pixel 7 Pro 12/128GB Obsidian","26a50a8f05562bfb2c04e7745ab734de","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-pro-12128gb-obsidian/","рекомендує цей товар","Супер камера, ергономіка, швидкість, дуже приємний на дотик","тільки екран","кілька тижнів","Звісно краща камера, тут робите зйомку відео, робите фото, закидуєте на ПК і просто вражаєтесь від того що це мобільний пристрій, а не професійна камера. Дуже приємно тримати в руках, задня поверхня зроблема з якогось цікавого скла, дуже гладке, на столі намагається з'їхати в сторону нахила стола. В порівнянні з 6 то гріється суттєво менше, є трохи але це вже нормально, не те що було в 6. Відбиток пальця працює швидко, зв'язок в нормі.
 Стерео динаміки чудові, рівень високих частот приємний.
 Єдине що дає ложку дьогтя - це екран, там злий ШИМ (PWM), який становить 240Гц, і не має dc-dimming незалежно від того в якому режимі працює екран 60Гц чи 120Гц. Відео дивитись норм, а от читати книжку для мене було дуже не зручно, очі втомлюються вже через 10 хвилин, пісок, сльози - весь комплект. Є знайомі в майстерні, ми поміряли рівень ШИМ і все підтвердилось, 240 Гц з великою скважністю. Якщо ви багато читаєте за телефоном і у вас втомлюються очі - зверніть на це увагу. В усьому іншому - це дуже крутий телефон, особливо камера."
"Смартфон Google Pixel 7 8/128GB Obsidian","a6baa5c78463071a8d9045a3c0ef3057","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-7-8128gb-obsidian/","не рекомендує цей товар","Приємний на вигляд, єдиний нюанс - камера, перед тим як доїхав чохол, любила збирати пил..Чистий андроїд дуже швидкий, але у цієї чистоти є свій мінус - меньша кількість фіч. .Камера топ.Досить непоганий проц.Автономність ок, але могло бути і краще, з активним використанням до кінця дня без підзарядки в мене він доживає","Кольори екрану викликають сумніви, все якесь жовте, порівнюючи з іншими телефонами, піксель дуже явно виділяється своєю жовтизною, що саме сумне, це не можна поправити в системі, в мого старого телефону є функція з налаштуванням температури кольорів системи, тут - ні. (І не треба писати про нічний режим та корекцію від шпалер, це нічого не змінює).Сканер відбитків - повне позорище і найбільше розчарування для мене, працює як хоче, може собі дозволити просто перестати зчитувати відбиток, в цьому разі допомагає перезапуск телефону. .Розблокування по лицю працює скоріше добре ніж погано при гарному світлі та навпаки якщо хоча б починає вечоріти..Можна було би змиритися з розблокуванням по лицю/відбитку, якщо хоч один з них працював ""задовільно"", але не дотягнули","кілька тижнів",""
"Смартфон Google Pixel 6 Pro 12/128GB Stormy Black","cc74ee8f6d0e1dd8c0568cac2627bd8b","https://hotline.ua/ua/mobile-mobilnye-telefony-i-smartfony/google-pixel-6-pro-12128gb-stormy-black/","рекомендує цей товар","Камера, дизайн","Сканер відбитка пальця","кілька місяців","Перейшов з Pixel 4 XL - в цілому задоволений.
Зв'язок - цілком нормальний, ніяких нарікань взагалі (Vodafone, Lifecell).
Дуже шкода що вони відмовились від FaceUnlock, це було зручніше, але і до сканеру відбитка звик, налаштував пробудженя при підняті смартфону, та SmartLock коли знаходжусь вдома - нормально.
По камері - дійсно краще, відчутно кращий основний модуль камери, та дуже кльовий телеоб'єктив, але є нюанси, при денному освітленні він може перестаратися з алгоритмами і навпаки, погіршити і так доволі якісну картинку своєю обробкою. То ж використовую додатковий додаток камери з кастомними лібами.
По якості матеріалів - Pixel 4 XL відчувається дорожче, та і дизайн мені більше подобається саме в 4-му поколіні.
Загнуті краї дисплея - а мені навпаки подобається, зручно свайпати, та картинка наче лежить зверху, але більше ризику коцнути дисплей.
Звук став простіше по НЧ ніж був у 4-го, але чистий та гучний.
Автономність - звичайна, на день активного користування вистачає, перед сном залишається 20-30%

Смартфон за таку ціну як зараз 450-500$ - це найкращий вибір, ви не багато втрачаєте у порівняні з 7 Pro, але в ціні різниця доволі відчутна

Оригінальний чохол - не раджу, він вже не такий крутий як FabricCase колись."
